feature	chromosome	start	end	SLX-16150.D707tp_D508tp.HC22VBBXY.s_3.r_1	SLX-17921.D702tp_D502tp.H5J55BBXY.s_8.r_1	SLX-16150.D708tp_D502tp.HC22VBBXY.s_3.r_1
5:101500001-102000000	5	101500001	102000000	0.931	1.04	1.034
5:102000001-102500000	5	102000001	102500000	0.905	1.003	0.911
5:102500001-103000000	5	102500001	103000000	0.956	1.06	1.083
5:103000001-103500000	5	103000001	103500000	1.027	0.989	1.074
5:103500001-104000000	5	103500001	104000000	0.942	1.014	0.995
5:104000001-104500000	5	104000001	104500000	0.869	1.07	0.987
5:104500001-105000000	5	104500001	105000000	0.898	0.953	0.94
5:105000001-105500000	5	105000001	105500000	1.091	1.135	0.95
5:105500001-106000000	5	105500001	106000000	0.955	1.135	0.931
5:106000001-106500000	5	106000001	106500000	0.987	1.033	1.005
5:107000001-107500000	5	107000001	107500000	1.014	1.041	0.975
5:107500001-108000000	5	107500001	108000000	1.058	0.915	0.985
5:108000001-108500000	5	108000001	108500000	0.955	0.991	0.988
5:108500001-109000000	5	108500001	109000000	1.016	0.94	1.005
5:109000001-109500000	5	109000001	109500000	0.988	0.928	1.045
5:109500001-110000000	5	109500001	110000000	1.003	0.999	0.984
5:110000001-110500000	5	110000001	110500000	1.035	1.035	0.991
5:110500001-111000000	5	110500001	111000000	1.032	1	1.039
5:111500001-112000000	5	111500001	112000000	0.959	0.963	1.089
5:112000001-112500000	5	112000001	112500000	0.993	0.957	1.037
5:112500001-113000000	5	112500001	113000000	0.992	0.919	0.969
5:113000001-113500000	5	113000001	113500000	1.047	1.027	1.018
5:113500001-114000000	5	113500001	114000000	0.902	1.032	1.067
5:114000001-114500000	5	114000001	114500000	0.992	1.01	1.032
5:114500001-115000000	5	114500001	115000000	0.969	0.991	1.091
5:115000001-115500000	5	115000001	115500000	1.035	1.068	0.952
5:115500001-116000000	5	115500001	116000000	1.003	1.034	1.031
5:116000001-116500000	5	116000001	116500000	1.059	1.05	1.006
5:116500001-117000000	5	116500001	117000000	0.982	0.979	1.008
5:117000001-117500000	5	117000001	117500000	0.886	0.902	1.003
5:117500001-118000000	5	117500001	118000000	1.03	0.979	1.034
5:118000001-118500000	5	118000001	118500000	0.933	1.021	1.056
5:118500001-119000000	5	118500001	119000000	1.017	0.928	1.042
5:119500001-120000000	5	119500001	120000000	0.94	1.014	1.08
5:120000001-120500000	5	120000001	120500000	1.025	1.066	1.044
5:120500001-121000000	5	120500001	121000000	1.018	1.027	1.026
5:121500001-122000000	5	121500001	122000000	0.971	1.079	1.042
5:122500001-123000000	5	122500001	123000000	1.063	1.025	0.978
5:123000001-123500000	5	123000001	123500000	1.069	0.998	1.019
5:124000001-124500000	5	124000001	124500000	0.979	1.091	1.066
5:124500001-125000000	5	124500001	125000000	1.037	1.024	0.957
5:125000001-125500000	5	125000001	125500000	1.019	1.049	1.036
5:125500001-126000000	5	125500001	126000000	1.066	1.037	0.985
5:126000001-126500000	5	126000001	126500000	1.003	0.905	0.974
5:126500001-127000000	5	126500001	127000000	0.994	1.029	1.018
5:127000001-127500000	5	127000001	127500000	1.006	1.094	1.081
5:127500001-128000000	5	127500001	128000000	0.955	1.082	1.01
5:128000001-128500000	5	128000001	128500000	1.045	0.952	1.052
5:128500001-129000000	5	128500001	129000000	1.055	1.016	0.99
5:129000001-129500000	5	129000001	129500000	1	1.047	1.028
5:129500001-130000000	5	129500001	130000000	1.037	1.024	1.05
5:130000001-130500000	5	130000001	130500000	1.04	1.086	1.044
5:131000001-131500000	5	131000001	131500000	1.033	0.84	0.986
5:131500001-132000000	5	131500001	132000000	0.87	0.937	0.974
5:132000001-132500000	5	132000001	132500000	0.959	1.126	0.994
5:132500001-133000000	5	132500001	133000000	0.916	0.956	1.056
5:133000001-133500000	5	133000001	133500000	1.044	0.986	1.01
5:133500001-134000000	5	133500001	134000000	1.02	1.048	1.058
5:134000001-134500000	5	134000001	134500000	0.953	0.959	0.985
5:135000001-135500000	5	135000001	135500000	1.137	0.975	0.999
5:135500001-136000000	5	135500001	136000000	1.041	1.023	0.978
5:136000001-136500000	5	136000001	136500000	1.135	1.142	0.99
5:137500001-138000000	5	137500001	138000000	1.119	0.997	1.092
5:138000001-138500000	5	138000001	138500000	1.06	1.143	1.007
5:138500001-139000000	5	138500001	139000000	0.912	0.887	0.946
5:139000001-139500000	5	139000001	139500000	0.968	1.165	1.012
5:139500001-140000000	5	139500001	140000000	1.025	1.195	1.053
5:140000001-140500000	5	140000001	140500000	0.985	1.009	0.982
5:140500001-141000000	5	140500001	141000000	1.009	1.027	0.982
5:141000001-141500000	5	141000001	141500000	0.983	0.927	0.986
5:141500001-142000000	5	141500001	142000000	1.033	0.975	0.955
5:142000001-142500000	5	142000001	142500000	0.883	1.006	1.034
5:142500001-143000000	5	142500001	143000000	1.144	1.105	1.05
5:143000001-143500000	5	143000001	143500000	0.952	1.032	0.971
5:144000001-144500000	5	144000001	144500000	1.012	0.94	0.951
5:144500001-145000000	5	144500001	145000000	1.024	0.898	1.027
5:145000001-145500000	5	145000001	145500000	1.097	0.979	0.998
5:145500001-146000000	5	145500001	146000000	0.952	0.93	0.99
5:146000001-146500000	5	146000001	146500000	1.106	0.999	1.041
5:146500001-147000000	5	146500001	147000000	1.07	0.944	1.025
5:147000001-147500000	5	147000001	147500000	1.142	1.082	1.093
5:147500001-148000000	5	147500001	148000000	1.104	0.999	1.029
5:148000001-148500000	5	148000001	148500000	0.88	0.981	1.059
5:148500001-149000000	5	148500001	149000000	1.073	1.075	1.019
5:149000001-149500000	5	149000001	149500000	0.904	0.904	0.96
5:149500001-150000000	5	149500001	150000000	0.981	1.016	0.986
5:150000001-150500000	5	150000001	150500000	1.058	1.01	0.959
5:150500001-151000000	5	150500001	151000000	0.974	1.002	1.087
5:151000001-151500000	5	151000001	151500000	0.929	0.992	0.94
5:151500001-152000000	5	151500001	152000000	1.082	0.973	1.072
5:152500001-153000000	5	152500001	153000000	0.986	1.046	1.048
5:153000001-153500000	5	153000001	153500000	1.088	1.003	1.086
5:153500001-154000000	5	153500001	154000000	0.959	1.057	1.03
5:154000001-154500000	5	154000001	154500000	0.96	1.071	1.043
5:154500001-155000000	5	154500001	155000000	0.97	0.975	1.011
5:155000001-155500000	5	155000001	155500000	1.079	1.123	1.018
5:155500001-156000000	5	155500001	156000000	0.937	0.995	1.026
5:156000001-156500000	5	156000001	156500000	0.94	0.883	0.958
5:156500001-157000000	5	156500001	157000000	1.068	1.137	1.021
5:157000001-157500000	5	157000001	157500000	1.083	1.059	0.941
5:157500001-158000000	5	157500001	158000000	0.991	0.996	1.091
5:158000001-158500000	5	158000001	158500000	1.051	1.075	0.974
5:158500001-159000000	5	158500001	159000000	1.006	0.997	1.026
5:159000001-159500000	5	159000001	159500000	0.991	1.018	1.022
5:159500001-160000000	5	159500001	160000000	1.069	1.013	1.089
5:160000001-160500000	5	160000001	160500000	0.913	1.016	0.951
5:161000001-161500000	5	161000001	161500000	0.964	1.038	0.989
5:161500001-162000000	5	161500001	162000000	0.929	1.108	0.984
5:162000001-162500000	5	162000001	162500000	0.955	1.127	1.029
5:162500001-163000000	5	162500001	163000000	1.075	1.009	0.984
5:164000001-164500000	5	164000001	164500000	0.977	1.045	0.963
5:165000001-165500000	5	165000001	165500000	0.997	1.053	1.079
5:165500001-166000000	5	165500001	166000000	0.96	1.082	1.03
5:166000001-166500000	5	166000001	166500000	0.933	0.888	1.032
5:167000001-167500000	5	167000001	167500000	0.99	0.949	1.008
5:167500001-168000000	5	167500001	168000000	1.012	1.004	1.069
5:168000001-168500000	5	168000001	168500000	0.925	1.011	0.982
5:168500001-169000000	5	168500001	169000000	1.087	1.013	0.978
5:169000001-169500000	5	169000001	169500000	1.06	1.129	0.985
5:169500001-170000000	5	169500001	170000000	1.101	1.138	1.042
5:170000001-170500000	5	170000001	170500000	0.989	1.012	0.978
5:171000001-171500000	5	171000001	171500000	1.059	1.037	0.989
5:171500001-172000000	5	171500001	172000000	0.9	0.986	1.058
5:172000001-172500000	5	172000001	172500000	0.984	0.976	0.945
5:172500001-173000000	5	172500001	173000000	0.981	0.992	0.91
5:173000001-173500000	5	173000001	173500000	0.966	1.074	1.003
5:173500001-174000000	5	173500001	174000000	0.911	0.943	1.019
5:174000001-174500000	5	174000001	174500000	0.949	1.004	1.034
5:174500001-175000000	5	174500001	175000000	1.118	1.111	0.982
5:175000001-175500000	5	175000001	175500000	1.065	0.858	1.017
5:175500001-176000000	5	175500001	176000000	1.055	1.04	0.998
5:176500001-177000000	5	176500001	177000000	1.048	0.958	1.02
5:177000001-177500000	5	177000001	177500000	1.002	0.979	0.955
5:178000001-178500000	5	178000001	178500000	1.168	1.091	1.048
5:178500001-179000000	5	178500001	179000000	0.938	0.879	0.939
5:179000001-179500000	5	179000001	179500000	0.901	1.062	0.99
5:179500001-180000000	5	179500001	180000000	0.877	0.999	0.995
5:180000001-180500000	5	180000001	180500000	0.992	1.076	1.037
5:180500001-181000000	5	180500001	181000000	0.943	0.932	1.017
6:500001-1000000	6	500001	1000000	1.012	1.013	0.963
6:1000001-1500000	6	1000001	1500000	0.939	1.006	0.983
6:2000001-2500000	6	2000001	2500000	1.115	1.055	1.015
6:2500001-3000000	6	2500001	3000000	0.916	0.956	0.999
6:3000001-3500000	6	3000001	3500000	0.923	0.911	0.998
6:4000001-4500000	6	4000001	4500000	1.137	1.043	1.025
6:4500001-5000000	6	4500001	5000000	1.034	0.963	0.974
6:5000001-5500000	6	5000001	5500000	0.886	1.028	0.98
6:5500001-6000000	6	5500001	6000000	1.048	0.958	1.019
6:6000001-6500000	6	6000001	6500000	0.972	0.936	1.025
6:6500001-7000000	6	6500001	7000000	0.961	0.924	0.972
6:7000001-7500000	6	7000001	7500000	0.916	1.039	1.013
6:7500001-8000000	6	7500001	8000000	1.015	1.029	1.008
6:8000001-8500000	6	8000001	8500000	0.977	0.905	0.971
6:8500001-9000000	6	8500001	9000000	1.059	1.064	1.006
6:9000001-9500000	6	9000001	9500000	1.032	0.989	1.054
6:9500001-10000000	6	9500001	10000000	0.922	0.977	0.935
6:10000001-10500000	6	10000001	10500000	0.966	0.967	0.997
6:10500001-11000000	6	10500001	11000000	1.031	1.041	0.945
6:11000001-11500000	6	11000001	11500000	0.953	0.974	0.991
6:11500001-12000000	6	11500001	12000000	1.031	1.011	1.019
6:12000001-12500000	6	12000001	12500000	1.002	1.076	1.027
6:12500001-13000000	6	12500001	13000000	1.017	1.05	1.066
6:13000001-13500000	6	13000001	13500000	0.902	0.936	0.829
6:13500001-14000000	6	13500001	14000000	0.814	1.014	0.918
6:14000001-14500000	6	14000001	14500000	1.006	0.983	1.052
6:14500001-15000000	6	14500001	15000000	1.017	0.969	0.979
6:15000001-15500000	6	15000001	15500000	1.069	1.01	0.944
6:15500001-16000000	6	15500001	16000000	0.969	1.058	0.949
6:16000001-16500000	6	16000001	16500000	1.098	1.042	1.009
6:16500001-17000000	6	16500001	17000000	0.958	1.027	1.022
6:17000001-17500000	6	17000001	17500000	0.98	1.162	1.023
6:17500001-18000000	6	17500001	18000000	0.958	0.979	1.015
6:18000001-18500000	6	18000001	18500000	1.062	0.903	0.969
6:18500001-19000000	6	18500001	19000000	1.085	1.015	0.988
6:19000001-19500000	6	19000001	19500000	0.988	1.143	1.044
6:19500001-20000000	6	19500001	20000000	1.045	1.017	1.09
6:20000001-20500000	6	20000001	20500000	1.035	0.941	0.979
6:20500001-21000000	6	20500001	21000000	1.012	0.998	1.002
6:21000001-21500000	6	21000001	21500000	0.987	1.103	1.038
6:21500001-22000000	6	21500001	22000000	1.058	1.057	1.035
6:22000001-22500000	6	22000001	22500000	0.958	1.096	1.01
6:22500001-23000000	6	22500001	23000000	1.079	1.146	1.041
6:23000001-23500000	6	23000001	23500000	1.041	1.113	1.007
6:23500001-24000000	6	23500001	24000000	0.94	1.008	1.013
6:24000001-24500000	6	24000001	24500000	1.018	0.94	0.99
6:24500001-25000000	6	24500001	25000000	0.978	0.872	0.956
6:25000001-25500000	6	25000001	25500000	0.99	1.042	0.94
6:25500001-26000000	6	25500001	26000000	0.916	1.136	0.964
6:26000001-26500000	6	26000001	26500000	0.943	0.903	0.869
6:27000001-27500000	6	27000001	27500000	0.939	0.966	1
6:27500001-28000000	6	27500001	28000000	0.88	1.075	1.006
6:28000001-28500000	6	28000001	28500000	0.931	0.948	0.963
6:28500001-29000000	6	28500001	29000000	1.027	1.2	0.977
6:29500001-30000000	6	29500001	30000000	0.968	1.031	0.921
6:30000001-30500000	6	30000001	30500000	0.864	0.837	0.924
6:30500001-31000000	6	30500001	31000000	1.027	0.98	0.965
6:31500001-32000000	6	31500001	32000000	0.907	0.953	0.945
6:32000001-32500000	6	32000001	32500000	0.835	0.967	0.968
6:33000001-33500000	6	33000001	33500000	0.978	1.021	0.948
6:33500001-34000000	6	33500001	34000000	0.94	0.992	1.011
6:34000001-34500000	6	34000001	34500000	0.979	1.039	1.037
6:34500001-35000000	6	34500001	35000000	0.964	1.101	0.998
6:35000001-35500000	6	35000001	35500000	1.035	0.978	1.076
6:35500001-36000000	6	35500001	36000000	1.087	1.135	0.969
6:36000001-36500000	6	36000001	36500000	0.973	1.017	1.009
6:36500001-37000000	6	36500001	37000000	0.849	1	0.926
6:37000001-37500000	6	37000001	37500000	0.838	0.982	0.984
6:37500001-38000000	6	37500001	38000000	0.932	1.086	0.974
6:38000001-38500000	6	38000001	38500000	1.024	1.048	0.969
6:38500001-39000000	6	38500001	39000000	0.882	1.024	1.001
6:39000001-39500000	6	39000001	39500000	1.056	1.171	1.026
6:39500001-40000000	6	39500001	40000000	1.036	1.099	1.056
6:40000001-40500000	6	40000001	40500000	0.943	1.012	1.028
6:40500001-41000000	6	40500001	41000000	1.006	1.098	1.056
6:41000001-41500000	6	41000001	41500000	0.929	0.947	0.963
6:41500001-42000000	6	41500001	42000000	1.142	0.959	1.015
6:42000001-42500000	6	42000001	42500000	1.011	1.017	1.001
6:42500001-43000000	6	42500001	43000000	1.067	0.906	0.932
6:43500001-44000000	6	43500001	44000000	1.064	0.914	1.011
6:44000001-44500000	6	44000001	44500000	0.924	0.95	1.064
6:44500001-45000000	6	44500001	45000000	1.1	1.099	1.096
6:45000001-45500000	6	45000001	45500000	1.097	1.07	1.006
6:45500001-46000000	6	45500001	46000000	1.035	0.996	1.012
6:46000001-46500000	6	46000001	46500000	1.157	1.085	1.087
6:46500001-47000000	6	46500001	47000000	1.073	1.138	1.021
6:47000001-47500000	6	47000001	47500000	0.981	0.926	0.955
6:47500001-48000000	6	47500001	48000000	0.986	1.077	1.023
6:48000001-48500000	6	48000001	48500000	1.026	1.012	1.072
6:48500001-49000000	6	48500001	49000000	0.911	1.075	1.03
6:49000001-49500000	6	49000001	49500000	1.054	0.972	1
6:49500001-50000000	6	49500001	50000000	1.206	0.999	0.99
6:50000001-50500000	6	50000001	50500000	0.991	1.056	1.04
6:50500001-51000000	6	50500001	51000000	0.996	1.065	1.103
6:51000001-51500000	6	51000001	51500000	1.18	0.969	1.027
6:51500001-52000000	6	51500001	52000000	1.096	1.004	1.026
6:52000001-52500000	6	52000001	52500000	0.994	0.991	1.034
6:52500001-53000000	6	52500001	53000000	1.082	0.96	0.988
6:53000001-53500000	6	53000001	53500000	1.076	0.968	0.977
6:53500001-54000000	6	53500001	54000000	0.871	1.022	0.966
6:54000001-54500000	6	54000001	54500000	0.959	1.098	1.013
6:55000001-55500000	6	55000001	55500000	1.01	0.953	1.001
6:55500001-56000000	6	55500001	56000000	1.103	1.052	1
6:56000001-56500000	6	56000001	56500000	1.039	1.025	1.013
6:56500001-57000000	6	56500001	57000000	0.975	1.074	1.045
6:62000001-62500000	6	62000001	62500000	1.027	1.07	0.995
6:62500001-63000000	6	62500001	63000000	0.972	0.954	0.941
6:63000001-63500000	6	63000001	63500000	1.02	1.12	0.969
6:63500001-64000000	6	63500001	64000000	0.949	1.015	1.003
6:64000001-64500000	6	64000001	64500000	1.005	1.059	0.959
6:64500001-65000000	6	64500001	65000000	0.981	0.979	1.056
6:65000001-65500000	6	65000001	65500000	0.981	0.932	0.946
6:65500001-66000000	6	65500001	66000000	1.065	0.993	0.999
6:66000001-66500000	6	66000001	66500000	0.782	0.871	0.993
6:66500001-67000000	6	66500001	67000000	1.059	0.95	0.909
6:67000001-67500000	6	67000001	67500000	0.995	0.988	0.971
6:67500001-68000000	6	67500001	68000000	0.946	0.986	0.969
6:68000001-68500000	6	68000001	68500000	0.846	0.889	0.941
6:68500001-69000000	6	68500001	69000000	1.079	0.961	1.024
6:69000001-69500000	6	69000001	69500000	1.028	1.049	1.059
6:69500001-70000000	6	69500001	70000000	1.065	1.08	1.012
6:70000001-70500000	6	70000001	70500000	1.15	1.121	1.041
6:70500001-71000000	6	70500001	71000000	1.053	1.007	1.104
6:71000001-71500000	6	71000001	71500000	0.958	0.998	1.046
6:71500001-72000000	6	71500001	72000000	0.939	0.886	1.042
6:72000001-72500000	6	72000001	72500000	0.948	1.024	1.069
6:73000001-73500000	6	73000001	73500000	0.981	0.91	1.009
6:73500001-74000000	6	73500001	74000000	0.963	1.054	1.004
6:74000001-74500000	6	74000001	74500000	1.005	1.085	1.059
6:74500001-75000000	6	74500001	75000000	1.085	1.001	1.072
6:75000001-75500000	6	75000001	75500000	1.019	0.875	0.978
6:75500001-76000000	6	75500001	76000000	1.107	0.951	1.012
6:76000001-76500000	6	76000001	76500000	1.063	0.977	0.96
6:77000001-77500000	6	77000001	77500000	0.886	0.888	0.968
6:77500001-78000000	6	77500001	78000000	1.062	0.924	1.065
6:78000001-78500000	6	78000001	78500000	0.896	0.876	0.952
6:78500001-79000000	6	78500001	79000000	0.911	1.027	1.106
6:79000001-79500000	6	79000001	79500000	1.003	1.098	1
6:79500001-80000000	6	79500001	80000000	0.989	0.921	1.025
6:80000001-80500000	6	80000001	80500000	0.944	0.999	0.965
6:80500001-81000000	6	80500001	81000000	1.071	0.95	1.007
6:81000001-81500000	6	81000001	81500000	1.05	0.991	1.025
6:81500001-82000000	6	81500001	82000000	1.024	1.004	1.078
6:82000001-82500000	6	82000001	82500000	1.072	0.942	1
6:82500001-83000000	6	82500001	83000000	1.083	1.107	1.046
6:83000001-83500000	6	83000001	83500000	0.949	1.001	1.068
6:83500001-84000000	6	83500001	84000000	1.084	1.044	0.994
6:84000001-84500000	6	84000001	84500000	0.981	1.001	0.99
6:84500001-85000000	6	84500001	85000000	1.061	1.091	1.008
6:85000001-85500000	6	85000001	85500000	1.123	1.027	1.034
6:85500001-86000000	6	85500001	86000000	1.012	0.99	1.033
6:86000001-86500000	6	86000001	86500000	1.081	1.046	0.99
6:86500001-87000000	6	86500001	87000000	0.969	1.006	1.014
6:87000001-87500000	6	87000001	87500000	0.988	0.909	0.979
6:87500001-88000000	6	87500001	88000000	1.048	0.924	1.015
6:88000001-88500000	6	88000001	88500000	1.054	1.1	1.031
6:89000001-89500000	6	89000001	89500000	0.938	0.932	0.934
6:89500001-90000000	6	89500001	90000000	0.981	0.958	0.992
6:90000001-90500000	6	90000001	90500000	1.038	1.012	0.995
6:90500001-91000000	6	90500001	91000000	0.891	1.009	1.017
6:91000001-91500000	6	91000001	91500000	1.089	1.108	1.01
6:92000001-92500000	6	92000001	92500000	0.956	0.997	0.958
6:92500001-93000000	6	92500001	93000000	1.03	1.086	1.003
6:93000001-93500000	6	93000001	93500000	0.985	0.99	1
6:93500001-94000000	6	93500001	94000000	0.864	0.958	1.026
6:94500001-95000000	6	94500001	95000000	0.927	0.969	0.976
6:95000001-95500000	6	95000001	95500000	1.077	0.993	1.023
6:95500001-96000000	6	95500001	96000000	0.886	0.986	0.996
6:96000001-96500000	6	96000001	96500000	0.83	0.873	0.993
6:97000001-97500000	6	97000001	97500000	1.115	0.97	1.008
6:97500001-98000000	6	97500001	98000000	1.047	1.05	1.027
6:98000001-98500000	6	98000001	98500000	0.952	0.883	0.985
6:98500001-99000000	6	98500001	99000000	1.071	1.098	1.059
6:99000001-99500000	6	99000001	99500000	1.142	1.011	0.985
6:99500001-100000000	6	99500001	100000000	1.128	1.063	0.992
6:100000001-100500000	6	100000001	100500000	1.072	1.083	1.061
6:100500001-101000000	6	100500001	101000000	0.946	0.974	1.025
6:101000001-101500000	6	101000001	101500000	0.91	1.027	1.019
6:101500001-102000000	6	101500001	102000000	0.929	0.998	0.971
6:102000001-102500000	6	102000001	102500000	0.963	0.96	0.955
6:102500001-103000000	6	102500001	103000000	1.049	0.997	0.991
6:103000001-103500000	6	103000001	103500000	1.013	1.027	0.968
6:103500001-104000000	6	103500001	104000000	1.094	0.973	1.029
6:104000001-104500000	6	104000001	104500000	0.839	0.919	1.011
6:105000001-105500000	6	105000001	105500000	1.025	1.012	1.07
6:105500001-106000000	6	105500001	106000000	0.992	1.196	1.018
6:106000001-106500000	6	106000001	106500000	1.077	0.993	0.993
6:106500001-107000000	6	106500001	107000000	0.971	1.046	0.979
6:107000001-107500000	6	107000001	107500000	1.08	0.989	0.996
