feature	chromosome	start	end	SLX-17921.D702tp_D503tp.H5J55BBXY.s_8.r_1	SLX-17921.D703tp_D506tp.H5J55BBXY.s_8.r_1
14:21000001-21500000	14	21000001	21500000	0.904	0.925
14:21500001-22000000	14	21500001	22000000	1.031	0.965
14:22000001-22500000	14	22000001	22500000	1.028	1.055
14:22500001-23000000	14	22500001	23000000	1.014	0.993
14:23500001-24000000	14	23500001	24000000	1.141	1.097
14:24000001-24500000	14	24000001	24500000	1.077	1.015
14:24500001-25000000	14	24500001	25000000	1.129	1.032
14:25000001-25500000	14	25000001	25500000	1.033	1.022
14:25500001-26000000	14	25500001	26000000	0.927	1.03
14:26000001-26500000	14	26000001	26500000	1.026	1.022
14:26500001-27000000	14	26500001	27000000	1.076	1.032
14:27000001-27500000	14	27000001	27500000	1.087	1.034
14:27500001-28000000	14	27500001	28000000	1.015	1.068
14:28000001-28500000	14	28000001	28500000	0.977	0.971
14:28500001-29000000	14	28500001	29000000	1.072	0.901
14:29000001-29500000	14	29000001	29500000	1.069	1.043
14:29500001-30000000	14	29500001	30000000	0.985	1.008
14:30000001-30500000	14	30000001	30500000	1.072	1.078
14:30500001-31000000	14	30500001	31000000	1.053	0.966
14:31000001-31500000	14	31000001	31500000	0.858	0.87
14:31500001-32000000	14	31500001	32000000	1.077	0.993
14:32500001-33000000	14	32500001	33000000	1.009	1.028
14:33000001-33500000	14	33000001	33500000	1.001	1.095
14:33500001-34000000	14	33500001	34000000	0.962	1.011
14:34000001-34500000	14	34000001	34500000	0.998	1.063
14:35000001-35500000	14	35000001	35500000	1.031	0.872
14:35500001-36000000	14	35500001	36000000	0.964	0.932
14:36000001-36500000	14	36000001	36500000	1.045	1.021
14:36500001-37000000	14	36500001	37000000	1.012	0.985
14:37500001-38000000	14	37500001	38000000	1.008	0.995
14:38000001-38500000	14	38000001	38500000	1.03	0.982
14:38500001-39000000	14	38500001	39000000	0.937	1.002
14:39000001-39500000	14	39000001	39500000	0.93	0.966
14:39500001-40000000	14	39500001	40000000	0.989	0.999
14:40000001-40500000	14	40000001	40500000	0.857	0.971
14:41000001-41500000	14	41000001	41500000	0.947	0.885
14:41500001-42000000	14	41500001	42000000	0.987	1.007
14:42000001-42500000	14	42000001	42500000	1.071	1.01
14:42500001-43000000	14	42500001	43000000	0.934	1.048
14:43500001-44000000	14	43500001	44000000	0.962	1.071
14:44000001-44500000	14	44000001	44500000	1.005	1.036
14:44500001-45000000	14	44500001	45000000	0.937	0.959
14:45500001-46000000	14	45500001	46000000	0.909	0.963
14:47000001-47500000	14	47000001	47500000	1.093	1.069
14:47500001-48000000	14	47500001	48000000	0.956	0.986
14:48000001-48500000	14	48000001	48500000	1.055	0.948
14:48500001-49000000	14	48500001	49000000	1.036	1.034
14:49000001-49500000	14	49000001	49500000	1.099	0.976
14:49500001-50000000	14	49500001	50000000	0.947	0.903
14:50000001-50500000	14	50000001	50500000	0.907	0.864
14:50500001-51000000	14	50500001	51000000	1.138	0.934
14:51000001-51500000	14	51000001	51500000	1.112	1.006
14:52000001-52500000	14	52000001	52500000	0.989	0.998
14:52500001-53000000	14	52500001	53000000	0.998	0.993
14:53000001-53500000	14	53000001	53500000	1.103	1.019
14:53500001-54000000	14	53500001	54000000	0.903	1.048
14:54000001-54500000	14	54000001	54500000	0.946	1.014
14:54500001-55000000	14	54500001	55000000	0.993	0.979
14:55000001-55500000	14	55000001	55500000	0.852	0.984
14:55500001-56000000	14	55500001	56000000	1.013	1.071
14:56000001-56500000	14	56000001	56500000	1.04	0.983
14:56500001-57000000	14	56500001	57000000	0.916	1.021
14:57000001-57500000	14	57000001	57500000	0.941	0.995
14:57500001-58000000	14	57500001	58000000	0.966	1.096
14:58000001-58500000	14	58000001	58500000	0.923	0.967
14:58500001-59000000	14	58500001	59000000	1.001	1.057
14:59000001-59500000	14	59000001	59500000	0.918	1.016
14:59500001-60000000	14	59500001	60000000	1.02	1.066
14:60000001-60500000	14	60000001	60500000	0.981	1.014
14:60500001-61000000	14	60500001	61000000	0.992	0.955
14:61000001-61500000	14	61000001	61500000	1.033	0.978
14:61500001-62000000	14	61500001	62000000	1.022	0.991
14:62000001-62500000	14	62000001	62500000	1.06	1.049
14:62500001-63000000	14	62500001	63000000	0.946	1.041
14:63000001-63500000	14	63000001	63500000	1.037	0.992
14:63500001-64000000	14	63500001	64000000	0.96	0.992
14:64000001-64500000	14	64000001	64500000	1.048	0.941
14:64500001-65000000	14	64500001	65000000	0.973	0.964
14:65000001-65500000	14	65000001	65500000	0.946	0.958
14:65500001-66000000	14	65500001	66000000	0.972	1.012
14:66000001-66500000	14	66000001	66500000	1.095	1.156
14:66500001-67000000	14	66500001	67000000	1.089	1.102
14:67000001-67500000	14	67000001	67500000	1.065	1.014
14:67500001-68000000	14	67500001	68000000	1.003	1.008
14:68000001-68500000	14	68000001	68500000	0.955	0.984
14:68500001-69000000	14	68500001	69000000	0.905	0.895
14:69000001-69500000	14	69000001	69500000	0.987	0.996
14:69500001-70000000	14	69500001	70000000	1.062	1.012
14:70000001-70500000	14	70000001	70500000	1.007	1.108
14:70500001-71000000	14	70500001	71000000	1.11	1.021
14:71000001-71500000	14	71000001	71500000	0.969	0.957
14:71500001-72000000	14	71500001	72000000	1.08	1.013
14:72000001-72500000	14	72000001	72500000	1.03	1.064
14:72500001-73000000	14	72500001	73000000	1.043	1.02
14:73000001-73500000	14	73000001	73500000	0.958	0.963
14:73500001-74000000	14	73500001	74000000	0.919	1.009
14:74000001-74500000	14	74000001	74500000	1.091	1.062
14:74500001-75000000	14	74500001	75000000	1.065	0.973
14:75000001-75500000	14	75000001	75500000	0.948	0.918
14:75500001-76000000	14	75500001	76000000	0.856	0.914
14:76000001-76500000	14	76000001	76500000	0.948	1.041
14:76500001-77000000	14	76500001	77000000	0.987	1.028
14:77000001-77500000	14	77000001	77500000	1.012	0.97
14:77500001-78000000	14	77500001	78000000	0.951	1.012
14:78000001-78500000	14	78000001	78500000	1.008	1.024
14:78500001-79000000	14	78500001	79000000	1.017	1.017
14:79000001-79500000	14	79000001	79500000	0.971	1.004
14:79500001-80000000	14	79500001	80000000	0.903	0.949
14:80000001-80500000	14	80000001	80500000	0.96	1.035
14:80500001-81000000	14	80500001	81000000	1.068	1.051
14:81000001-81500000	14	81000001	81500000	0.934	0.931
14:81500001-82000000	14	81500001	82000000	1.049	1.071
14:82000001-82500000	14	82000001	82500000	1.036	0.951
14:82500001-83000000	14	82500001	83000000	1.048	1.025
14:83000001-83500000	14	83000001	83500000	1.002	1.054
14:84500001-85000000	14	84500001	85000000	0.934	0.918
14:85000001-85500000	14	85000001	85500000	0.952	1.009
14:85500001-86000000	14	85500001	86000000	0.938	0.99
14:86500001-87000000	14	86500001	87000000	0.84	1.039
14:87000001-87500000	14	87000001	87500000	0.914	1.015
14:87500001-88000000	14	87500001	88000000	1.006	0.984
14:88000001-88500000	14	88000001	88500000	1.025	1.023
14:88500001-89000000	14	88500001	89000000	0.87	1.038
14:89000001-89500000	14	89000001	89500000	0.936	0.993
14:89500001-90000000	14	89500001	90000000	1.045	1.029
14:90000001-90500000	14	90000001	90500000	1.099	0.96
14:90500001-91000000	14	90500001	91000000	0.919	0.904
14:91000001-91500000	14	91000001	91500000	0.995	1.024
14:91500001-92000000	14	91500001	92000000	1.009	0.949
14:92000001-92500000	14	92000001	92500000	1.005	1.05
14:92500001-93000000	14	92500001	93000000	1.012	0.958
14:93000001-93500000	14	93000001	93500000	0.909	0.986
14:93500001-94000000	14	93500001	94000000	1.034	1.006
14:94000001-94500000	14	94000001	94500000	0.995	0.962
14:94500001-95000000	14	94500001	95000000	1.026	1.047
14:95000001-95500000	14	95000001	95500000	0.983	0.904
14:95500001-96000000	14	95500001	96000000	1.073	0.994
14:96000001-96500000	14	96000001	96500000	0.896	1.066
14:96500001-97000000	14	96500001	97000000	1.004	1.014
14:97000001-97500000	14	97000001	97500000	1.134	1.044
14:97500001-98000000	14	97500001	98000000	1.042	1.078
14:98000001-98500000	14	98000001	98500000	0.877	1.036
14:98500001-99000000	14	98500001	99000000	0.938	0.909
14:99000001-99500000	14	99000001	99500000	0.939	0.997
14:99500001-100000000	14	99500001	100000000	0.977	1.007
14:100000001-100500000	14	100000001	100500000	0.964	0.888
14:100500001-101000000	14	100500001	101000000	0.972	0.911
14:101000001-101500000	14	101000001	101500000	0.987	1.059
14:101500001-102000000	14	101500001	102000000	1.037	1.018
14:102000001-102500000	14	102000001	102500000	1.004	1.042
14:102500001-103000000	14	102500001	103000000	0.99	0.984
14:103000001-103500000	14	103000001	103500000	1.063	0.899
14:103500001-104000000	14	103500001	104000000	1.061	0.979
14:104000001-104500000	14	104000001	104500000	1.047	1.058
14:104500001-105000000	14	104500001	105000000	1.028	1.035
14:105000001-105500000	14	105000001	105500000	0.999	1.036
15:23500001-24000000	15	23500001	24000000	0.931	0.986
15:24500001-25000000	15	24500001	25000000	0.975	1.031
15:25000001-25500000	15	25000001	25500000	0.956	0.959
15:26000001-26500000	15	26000001	26500000	0.919	0.951
15:26500001-27000000	15	26500001	27000000	0.977	0.973
15:27000001-27500000	15	27000001	27500000	1.026	1.022
15:27500001-28000000	15	27500001	28000000	0.966	0.918
15:29000001-29500000	15	29000001	29500000	1.006	1.036
15:29500001-30000000	15	29500001	30000000	0.934	0.921
15:31000001-31500000	15	31000001	31500000	0.929	0.847
15:31500001-32000000	15	31500001	32000000	1.111	1.048
15:33000001-33500000	15	33000001	33500000	1.003	0.977
15:33500001-34000000	15	33500001	34000000	1.069	1.013
15:34000001-34500000	15	34000001	34500000	0.871	0.942
15:35500001-36000000	15	35500001	36000000	0.988	1.045
15:36000001-36500000	15	36000001	36500000	1.122	1.025
15:36500001-37000000	15	36500001	37000000	0.994	0.984
15:37000001-37500000	15	37000001	37500000	0.929	1.031
15:37500001-38000000	15	37500001	38000000	0.956	1.024
15:38000001-38500000	15	38000001	38500000	1.107	0.976
15:38500001-39000000	15	38500001	39000000	0.975	0.975
15:39000001-39500000	15	39000001	39500000	0.997	1.025
15:39500001-40000000	15	39500001	40000000	1.066	0.95
15:40500001-41000000	15	40500001	41000000	0.984	1.06
15:41500001-42000000	15	41500001	42000000	0.905	1.02
15:42000001-42500000	15	42000001	42500000	0.98	0.916
15:42500001-43000000	15	42500001	43000000	0.956	1.004
15:43000001-43500000	15	43000001	43500000	1.012	0.977
15:44000001-44500000	15	44000001	44500000	1.095	1.072
15:45000001-45500000	15	45000001	45500000	0.972	1.021
15:45500001-46000000	15	45500001	46000000	0.944	0.957
15:46000001-46500000	15	46000001	46500000	1.005	0.981
15:46500001-47000000	15	46500001	47000000	0.963	0.934
15:47000001-47500000	15	47000001	47500000	1.004	1.077
15:47500001-48000000	15	47500001	48000000	0.999	1.041
15:48000001-48500000	15	48000001	48500000	0.98	1.069
15:48500001-49000000	15	48500001	49000000	0.928	0.974
15:49000001-49500000	15	49000001	49500000	0.924	1.001
15:49500001-50000000	15	49500001	50000000	0.976	1.11
15:50000001-50500000	15	50000001	50500000	0.929	0.953
15:50500001-51000000	15	50500001	51000000	0.996	0.941
15:51000001-51500000	15	51000001	51500000	1.111	1.149
15:51500001-52000000	15	51500001	52000000	0.919	0.971
15:52500001-53000000	15	52500001	53000000	0.978	0.977
15:53000001-53500000	15	53000001	53500000	1.036	1.09
15:53500001-54000000	15	53500001	54000000	1.046	1.01
15:54000001-54500000	15	54000001	54500000	1.091	1.056
15:55000001-55500000	15	55000001	55500000	1.052	0.957
15:55500001-56000000	15	55500001	56000000	0.921	1.038
15:56000001-56500000	15	56000001	56500000	1.048	1.043
15:56500001-57000000	15	56500001	57000000	0.829	1.008
15:57000001-57500000	15	57000001	57500000	1.039	0.931
15:57500001-58000000	15	57500001	58000000	0.925	0.995
15:58500001-59000000	15	58500001	59000000	0.908	0.903
15:59000001-59500000	15	59000001	59500000	0.945	0.958
15:59500001-60000000	15	59500001	60000000	0.91	0.983
15:60000001-60500000	15	60000001	60500000	1.052	1.048
15:60500001-61000000	15	60500001	61000000	1.032	1.078
15:61000001-61500000	15	61000001	61500000	0.997	0.995
15:61500001-62000000	15	61500001	62000000	1.092	1.038
15:62000001-62500000	15	62000001	62500000	1.093	1.026
15:62500001-63000000	15	62500001	63000000	1.161	0.981
15:63000001-63500000	15	63000001	63500000	0.952	0.996
15:63500001-64000000	15	63500001	64000000	0.881	0.978
15:64000001-64500000	15	64000001	64500000	1.067	0.975
15:64500001-65000000	15	64500001	65000000	0.937	0.96
15:65000001-65500000	15	65000001	65500000	1.074	1.076
15:65500001-66000000	15	65500001	66000000	0.944	0.983
15:66000001-66500000	15	66000001	66500000	0.923	1.041
15:66500001-67000000	15	66500001	67000000	0.955	1.046
15:67500001-68000000	15	67500001	68000000	0.943	0.978
15:68000001-68500000	15	68000001	68500000	0.996	0.864
15:68500001-69000000	15	68500001	69000000	1.013	1.044
15:69000001-69500000	15	69000001	69500000	0.985	0.94
15:69500001-70000000	15	69500001	70000000	1.053	0.981
15:70000001-70500000	15	70000001	70500000	1.043	0.998
15:70500001-71000000	15	70500001	71000000	1.022	1.017
15:71000001-71500000	15	71000001	71500000	1.085	1.067
15:71500001-72000000	15	71500001	72000000	1.024	1.046
15:72000001-72500000	15	72000001	72500000	1.03	1.042
15:72500001-73000000	15	72500001	73000000	1.072	1.016
15:73000001-73500000	15	73000001	73500000	0.993	1.093
15:73500001-74000000	15	73500001	74000000	1.002	1.025
15:74000001-74500000	15	74000001	74500000	1.139	1.218
15:74500001-75000000	15	74500001	75000000	0.953	0.971
15:75500001-76000000	15	75500001	76000000	1.066	1.085
15:76000001-76500000	15	76000001	76500000	1.141	1.009
15:76500001-77000000	15	76500001	77000000	1.01	1.074
15:77000001-77500000	15	77000001	77500000	0.987	1.006
15:77500001-78000000	15	77500001	78000000	1.205	1.067
15:78000001-78500000	15	78000001	78500000	1	0.942
15:78500001-79000000	15	78500001	79000000	1.232	1.055
15:79000001-79500000	15	79000001	79500000	1.046	1.025
15:79500001-80000000	15	79500001	80000000	1.034	1.075
15:80000001-80500000	15	80000001	80500000	0.983	0.955
15:80500001-81000000	15	80500001	81000000	1.033	0.995
15:81000001-81500000	15	81000001	81500000	0.957	0.932
15:81500001-82000000	15	81500001	82000000	1.119	1.19
15:82500001-83000000	15	82500001	83000000	1.034	1.022
15:83000001-83500000	15	83000001	83500000	1.022	1.067
15:83500001-84000000	15	83500001	84000000	1.037	1.052
15:84500001-85000000	15	84500001	85000000	1.183	1.103
15:85500001-86000000	15	85500001	86000000	0.987	0.913
15:86000001-86500000	15	86000001	86500000	1.07	0.979
15:86500001-87000000	15	86500001	87000000	1.059	1.08
15:87000001-87500000	15	87000001	87500000	0.964	1.035
15:87500001-88000000	15	87500001	88000000	0.951	1.08
15:88000001-88500000	15	88000001	88500000	0.99	1.051
15:88500001-89000000	15	88500001	89000000	1.06	1.131
15:89000001-89500000	15	89000001	89500000	0.976	0.953
15:89500001-90000000	15	89500001	90000000	1.096	1.062
15:90000001-90500000	15	90000001	90500000	0.971	0.936
15:90500001-91000000	15	90500001	91000000	0.942	0.905
15:91000001-91500000	15	91000001	91500000	1.097	1.006
15:92000001-92500000	15	92000001	92500000	1.047	1.027
15:92500001-93000000	15	92500001	93000000	1.003	0.963
15:93000001-93500000	15	93000001	93500000	1.053	1.094
15:93500001-94000000	15	93500001	94000000	1.013	1.006
15:94000001-94500000	15	94000001	94500000	0.995	0.988
15:94500001-95000000	15	94500001	95000000	1.018	0.975
15:95000001-95500000	15	95000001	95500000	1.001	1.033
15:95500001-96000000	15	95500001	96000000	1.043	0.972
15:96000001-96500000	15	96000001	96500000	1.001	0.966
15:96500001-97000000	15	96500001	97000000	1.005	1.046
15:97000001-97500000	15	97000001	97500000	1.075	1.071
15:97500001-98000000	15	97500001	98000000	0.947	0.957
15:98000001-98500000	15	98000001	98500000	0.992	1.038
15:98500001-99000000	15	98500001	99000000	1.028	0.997
15:99000001-99500000	15	99000001	99500000	1.055	1.002
15:99500001-100000000	15	99500001	100000000	0.951	0.987
15:100000001-100500000	15	100000001	100500000	1.037	1.105
15:100500001-101000000	15	100500001	101000000	1.117	1.02
15:101000001-101500000	15	101000001	101500000	0.903	0.898
16:1-500000	16	1	500000	1.051	1.035
16:500001-1000000	16	500001	1000000	1.023	1.001
16:1000001-1500000	16	1000001	1500000	0.982	0.983
16:1500001-2000000	16	1500001	2000000	0.909	0.974
16:2000001-2500000	16	2000001	2500000	0.962	0.98
16:3500001-4000000	16	3500001	4000000	1.047	0.894
16:4000001-4500000	16	4000001	4500000	1.1	0.975
16:4500001-5000000	16	4500001	5000000	0.879	0.983
16:5500001-6000000	16	5500001	6000000	0.848	0.973
16:6000001-6500000	16	6000001	6500000	0.971	0.987
16:6500001-7000000	16	6500001	7000000	0.975	0.923
16:7000001-7500000	16	7000001	7500000	0.846	0.927
16:7500001-8000000	16	7500001	8000000	0.997	0.896
16:8000001-8500000	16	8000001	8500000	1.026	0.919
16:8500001-9000000	16	8500001	9000000	0.965	0.955
16:9000001-9500000	16	9000001	9500000	0.902	1.047
16:9500001-10000000	16	9500001	10000000	0.975	1.022
16:10000001-10500000	16	10000001	10500000	1.024	0.998
16:11000001-11500000	16	11000001	11500000	0.947	0.957
16:11500001-12000000	16	11500001	12000000	0.955	0.967
16:12000001-12500000	16	12000001	12500000	0.961	1.086
16:12500001-13000000	16	12500001	13000000	0.996	0.955
16:13000001-13500000	16	13000001	13500000	0.976	1.001
16:13500001-14000000	16	13500001	14000000	0.981	0.967
16:14000001-14500000	16	14000001	14500000	1.013	0.964
16:15500001-16000000	16	15500001	16000000	0.963	1.043
16:17000001-17500000	16	17000001	17500000	1.024	1.006
16:17500001-18000000	16	17500001	18000000	1.102	1.035
16:19000001-19500000	16	19000001	19500000	0.945	0.995
16:19500001-20000000	16	19500001	20000000	1.011	0.975
16:20000001-20500000	16	20000001	20500000	0.993	1.058
16:22000001-22500000	16	22000001	22500000	0.961	1.117
16:23000001-23500000	16	23000001	23500000	0.968	0.942
16:23500001-24000000	16	23500001	24000000	0.958	0.997
16:24000001-24500000	16	24000001	24500000	0.86	0.923
16:24500001-25000000	16	24500001	25000000	0.949	1.047
16:25000001-25500000	16	25000001	25500000	1.017	1.002
16:25500001-26000000	16	25500001	26000000	1.054	1.034
16:26000001-26500000	16	26000001	26500000	1.059	1.028
16:26500001-27000000	16	26500001	27000000	0.969	1.009
16:27000001-27500000	16	27000001	27500000	0.99	0.948
16:27500001-28000000	16	27500001	28000000	1.075	1.004
16:30500001-31000000	16	30500001	31000000	1.009	0.926
16:31000001-31500000	16	31000001	31500000	1.026	1.005
16:46500001-47000000	16	46500001	47000000	0.936	0.942
16:47000001-47500000	16	47000001	47500000	1.039	1.013
16:47500001-48000000	16	47500001	48000000	1.021	1.032
16:48000001-48500000	16	48000001	48500000	1.04	1.004
16:48500001-49000000	16	48500001	49000000	1.027	1.041
16:49000001-49500000	16	49000001	49500000	1.103	0.997
16:49500001-50000000	16	49500001	50000000	1.131	0.954
16:50000001-50500000	16	50000001	50500000	0.909	0.924
16:50500001-51000000	16	50500001	51000000	1.088	0.969
16:51000001-51500000	16	51000001	51500000	1.011	0.988
16:51500001-52000000	16	51500001	52000000	0.92	1.039
16:52000001-52500000	16	52000001	52500000	1.024	1.019
16:52500001-53000000	16	52500001	53000000	0.921	0.951
16:53000001-53500000	16	53000001	53500000	0.98	0.954
16:53500001-54000000	16	53500001	54000000	0.906	1.024
16:54000001-54500000	16	54000001	54500000	0.95	1.048
16:54500001-55000000	16	54500001	55000000	1.033	1.006
16:55000001-55500000	16	55000001	55500000	1.065	1.003
16:55500001-56000000	16	55500001	56000000	1.006	0.98
16:56000001-56500000	16	56000001	56500000	0.966	0.997
16:56500001-57000000	16	56500001	57000000	0.979	0.896
16:57000001-57500000	16	57000001	57500000	0.891	0.902
16:57500001-58000000	16	57500001	58000000	0.97	0.931
16:58000001-58500000	16	58000001	58500000	1.042	0.997
16:58500001-59000000	16	58500001	59000000	1.014	1.076
16:59000001-59500000	16	59000001	59500000	1.005	1.041
16:59500001-60000000	16	59500001	60000000	1.057	1.038
16:60500001-61000000	16	60500001	61000000	1.043	1.013
16:61000001-61500000	16	61000001	61500000	1.052	1.019
16:61500001-62000000	16	61500001	62000000	1.013	1.013
16:62000001-62500000	16	62000001	62500000	0.954	0.949
16:62500001-63000000	16	62500001	63000000	0.975	0.981
16:63000001-63500000	16	63000001	63500000	1.062	0.97
16:63500001-64000000	16	63500001	64000000	0.934	0.97
16:64000001-64500000	16	64000001	64500000	1.049	0.975
16:64500001-65000000	16	64500001	65000000	0.938	1.015
16:65000001-65500000	16	65000001	65500000	0.959	0.988
16:66000001-66500000	16	66000001	66500000	1.024	1.033
16:66500001-67000000	16	66500001	67000000	0.944	0.974
16:67000001-67500000	16	67000001	67500000	0.88	0.976
16:68000001-68500000	16	68000001	68500000	0.91	0.919
16:68500001-69000000	16	68500001	69000000	1.031	1.137
16:69500001-70000000	16	69500001	70000000	0.987	1.093
16:71500001-72000000	16	71500001	72000000	1.014	0.963
16:72000001-72500000	16	72000001	72500000	1.004	0.997
16:72500001-73000000	16	72500001	73000000	1.047	0.961
16:73500001-74000000	16	73500001	74000000	1.016	0.997
16:74000001-74500000	16	74000001	74500000	1.003	1.03
16:74500001-75000000	16	74500001	75000000	0.927	0.951
16:75000001-75500000	16	75000001	75500000	1.044	1.004
16:75500001-76000000	16	75500001	76000000	0.967	1.011
16:76000001-76500000	16	76000001	76500000	0.97	0.955
16:76500001-77000000	16	76500001	77000000	0.945	0.97
16:77000001-77500000	16	77000001	77500000	0.897	0.961
16:77500001-78000000	16	77500001	78000000	1.028	0.996
16:78000001-78500000	16	78000001	78500000	0.994	0.962
16:78500001-79000000	16	78500001	79000000	0.887	1.014
16:79000001-79500000	16	79000001	79500000	0.972	1.045
16:79500001-80000000	16	79500001	80000000	0.979	0.991
16:80000001-80500000	16	80000001	80500000	1.071	1.007
16:80500001-81000000	16	80500001	81000000	1.04	1.079
16:81000001-81500000	16	81000001	81500000	0.854	0.898
16:81500001-82000000	16	81500001	82000000	0.937	0.915
16:82500001-83000000	16	82500001	83000000	0.992	0.99
16:83000001-83500000	16	83000001	83500000	0.985	1.019
16:83500001-84000000	16	83500001	84000000	0.957	0.967
16:84000001-84500000	16	84000001	84500000	1.035	0.954
16:84500001-85000000	16	84500001	85000000	1.059	0.886
16:85000001-85500000	16	85000001	85500000	0.961	0.97
16:85500001-86000000	16	85500001	86000000	1.056	1.003
16:86000001-86500000	16	86000001	86500000	1.082	0.91
16:86500001-87000000	16	86500001	87000000	1.018	1.024
16:87000001-87500000	16	87000001	87500000	1.027	0.979
16:87500001-88000000	16	87500001	88000000	1.075	1.048
16:88500001-89000000	16	88500001	89000000	0.997	0.976
16:89000001-89500000	16	89000001	89500000	0.974	0.954
16:89500001-90000000	16	89500001	90000000	0.878	0.936
17:500001-1000000	17	500001	1000000	1.056	1.191
17:1000001-1500000	17	1000001	1500000	1.122	1.07
17:1500001-2000000	17	1500001	2000000	1.015	0.955
17:2000001-2500000	17	2000001	2500000	0.905	0.963
17:2500001-3000000	17	2500001	3000000	1.029	1.069
17:3500001-4000000	17	3500001	4000000	0.997	1.043
17:4000001-4500000	17	4000001	4500000	0.883	0.919
17:4500001-5000000	17	4500001	5000000	1.114	0.983
17:5000001-5500000	17	5000001	5500000	0.965	0.993
17:5500001-6000000	17	5500001	6000000	1.031	1.169
17:6000001-6500000	17	6000001	6500000	0.985	1.027
17:6500001-7000000	17	6500001	7000000	1.115	1.075
17:7000001-7500000	17	7000001	7500000	0.977	0.977
17:7500001-8000000	17	7500001	8000000	0.874	0.876
17:8000001-8500000	17	8000001	8500000	0.92	0.918
17:8500001-9000000	17	8500001	9000000	0.979	0.947
17:9000001-9500000	17	9000001	9500000	1.186	1.167
17:9500001-10000000	17	9500001	10000000	1.059	1.111
17:10000001-10500000	17	10000001	10500000	0.985	0.965
17:10500001-11000000	17	10500001	11000000	1.038	0.973
17:11000001-11500000	17	11000001	11500000	0.999	1.013
17:11500001-12000000	17	11500001	12000000	1.066	1.043
17:12000001-12500000	17	12000001	12500000	0.999	1.047
17:12500001-13000000	17	12500001	13000000	0.986	0.961
17:13000001-13500000	17	13000001	13500000	0.924	1.025
17:13500001-14000000	17	13500001	14000000	0.91	0.989
17:14500001-15000000	17	14500001	15000000	0.949	1.032
17:15000001-15500000	17	15000001	15500000	1.136	1.025
17:16000001-16500000	17	16000001	16500000	1.02	1.037
17:17000001-17500000	17	17000001	17500000	0.968	0.97
17:17500001-18000000	17	17500001	18000000	0.866	0.951
17:21000001-21500000	17	21000001	21500000	0.949	1.001
17:27000001-27500000	17	27000001	27500000	1.029	1.004
17:27500001-28000000	17	27500001	28000000	0.974	1.022
17:28000001-28500000	17	28000001	28500000	1.066	1.04
17:28500001-29000000	17	28500001	29000000	0.897	1.031
17:29000001-29500000	17	29000001	29500000	0.963	0.941
17:29500001-30000000	17	29500001	30000000	0.978	0.936
17:30000001-30500000	17	30000001	30500000	0.982	0.942
17:31000001-31500000	17	31000001	31500000	1.12	0.956
17:31500001-32000000	17	31500001	32000000	1.041	1.041
17:32500001-33000000	17	32500001	33000000	1.086	1.104
17:33000001-33500000	17	33000001	33500000	1.083	1.109
17:33500001-34000000	17	33500001	34000000	1.001	1.06
17:34000001-34500000	17	34000001	34500000	1.17	1.079
17:34500001-35000000	17	34500001	35000000	1.084	1.013
17:35000001-35500000	17	35000001	35500000	0.995	1.015
17:36500001-37000000	17	36500001	37000000	0.952	1.045
17:37000001-37500000	17	37000001	37500000	0.967	0.966
17:38500001-39000000	17	38500001	39000000	1.159	1.068
17:39000001-39500000	17	39000001	39500000	1.055	0.998
17:39500001-40000000	17	39500001	40000000	1.065	1.001
17:40000001-40500000	17	40000001	40500000	0.997	0.941
17:40500001-41000000	17	40500001	41000000	1.016	1.058
17:41000001-41500000	17	41000001	41500000	1.067	1.072
17:41500001-42000000	17	41500001	42000000	1.115	1.081
17:42000001-42500000	17	42000001	42500000	0.938	0.928
17:42500001-43000000	17	42500001	43000000	0.946	1.027
17:44000001-44500000	17	44000001	44500000	0.982	0.925
17:44500001-45000000	17	44500001	45000000	1.009	1.031
17:45000001-45500000	17	45000001	45500000	0.955	1.006
17:45500001-46000000	17	45500001	46000000	1.208	1.126
17:47500001-48000000	17	47500001	48000000	1.019	1.017
17:48000001-48500000	17	48000001	48500000	1.071	1.068
17:48500001-49000000	17	48500001	49000000	1.024	1.085
17:49000001-49500000	17	49000001	49500000	1.023	1.092
17:49500001-50000000	17	49500001	50000000	1.007	1.023
17:50000001-50500000	17	50000001	50500000	0.992	0.953
17:50500001-51000000	17	50500001	51000000	1.019	0.95
17:51000001-51500000	17	51000001	51500000	0.958	0.973
17:51500001-52000000	17	51500001	52000000	1.015	0.975
17:52000001-52500000	17	52000001	52500000	0.917	1.06
17:52500001-53000000	17	52500001	53000000	0.957	0.979
17:53500001-54000000	17	53500001	54000000	0.999	0.992
17:54000001-54500000	17	54000001	54500000	0.996	1.046
17:55000001-55500000	17	55000001	55500000	0.992	1.019
17:55500001-56000000	17	55500001	56000000	1.021	1.027
17:56000001-56500000	17	56000001	56500000	1.097	1.082
17:56500001-57000000	17	56500001	57000000	0.925	0.996
17:57000001-57500000	17	57000001	57500000	1.03	0.998
17:57500001-58000000	17	57500001	58000000	0.993	1.009
17:58000001-58500000	17	58000001	58500000	1.011	0.968
17:58500001-59000000	17	58500001	59000000	1.035	1.005
17:59500001-60000000	17	59500001	60000000	0.948	0.862
17:60500001-61000000	17	60500001	61000000	0.901	0.918
17:61000001-61500000	17	61000001	61500000	1.028	0.982
17:61500001-62000000	17	61500001	62000000	0.964	0.999
