feature	chromosome	start	end	SLX-16150.D712tp_D506tp.HC22VBBXY.s_3.r_1	SLX-17921.D707tp_D501tp.H5J55BBXY.s_8.r_1	SLX-17922.D708tp_D503tp.HC22GBBXY.s_6.r_1
10:35500001-36000000	10	35500001	36000000	1.01	1.014	0.912
10:36500001-37000000	10	36500001	37000000	0.961	0.993	0.986
10:43000001-43500000	10	43000001	43500000	0.992	0.984	0.998
10:43500001-44000000	10	43500001	44000000	1.043	1.004	1.118
10:44000001-44500000	10	44000001	44500000	1.095	1.033	1.061
10:44500001-45000000	10	44500001	45000000	0.934	1.013	0.895
10:45000001-45500000	10	45000001	45500000	1.131	0.903	0.92
10:47000001-47500000	10	47000001	47500000	1.088	1.112	1.019
10:48500001-49000000	10	48500001	49000000	0.941	0.882	0.988
10:49000001-49500000	10	49000001	49500000	1.05	1.016	0.98
10:50500001-51000000	10	50500001	51000000	0.915	1.012	0.908
10:51000001-51500000	10	51000001	51500000	1.02	1.073	0.968
10:51500001-52000000	10	51500001	52000000	0.947	1.077	0.985
10:52000001-52500000	10	52000001	52500000	0.985	1.012	0.969
10:52500001-53000000	10	52500001	53000000	1.071	1.039	1.009
10:53000001-53500000	10	53000001	53500000	1.057	0.95	0.924
10:53500001-54000000	10	53500001	54000000	1.066	1.097	1.049
10:54000001-54500000	10	54000001	54500000	0.95	1.008	0.818
10:54500001-55000000	10	54500001	55000000	1.022	1.076	0.981
10:55000001-55500000	10	55000001	55500000	1.069	0.929	0.974
10:56000001-56500000	10	56000001	56500000	1.061	0.915	0.906
10:56500001-57000000	10	56500001	57000000	0.95	1.108	0.998
10:57000001-57500000	10	57000001	57500000	1.011	0.922	0.968
10:58000001-58500000	10	58000001	58500000	0.99	0.896	0.872
10:58500001-59000000	10	58500001	59000000	0.954	0.981	0.948
10:59500001-60000000	10	59500001	60000000	0.988	1.123	0.994
10:60000001-60500000	10	60000001	60500000	1.014	1.031	0.894
10:60500001-61000000	10	60500001	61000000	1.019	0.878	0.964
10:61000001-61500000	10	61000001	61500000	1.061	1.036	1.122
10:61500001-62000000	10	61500001	62000000	0.977	0.937	0.881
10:62000001-62500000	10	62000001	62500000	1.049	0.975	0.892
10:62500001-63000000	10	62500001	63000000	1.085	1.051	1.003
10:63000001-63500000	10	63000001	63500000	0.978	0.919	0.901
10:63500001-64000000	10	63500001	64000000	0.928	0.866	0.922
10:64000001-64500000	10	64000001	64500000	1.034	1.007	1.102
10:64500001-65000000	10	64500001	65000000	1.079	0.961	0.997
10:65000001-65500000	10	65000001	65500000	1.079	0.935	1.069
10:65500001-66000000	10	65500001	66000000	0.971	1.086	1.073
10:66000001-66500000	10	66000001	66500000	0.945	1.115	1.025
10:66500001-67000000	10	66500001	67000000	1.105	0.934	1.001
10:67000001-67500000	10	67000001	67500000	1.034	0.943	1.033
10:67500001-68000000	10	67500001	68000000	0.972	0.983	1.079
10:68000001-68500000	10	68000001	68500000	0.944	0.969	0.921
10:68500001-69000000	10	68500001	69000000	0.907	0.993	0.969
10:69000001-69500000	10	69000001	69500000	0.936	1.02	0.925
10:70000001-70500000	10	70000001	70500000	1.032	1.034	1.04
10:70500001-71000000	10	70500001	71000000	1.073	1.082	1.067
10:71000001-71500000	10	71000001	71500000	1.045	1.023	0.984
10:71500001-72000000	10	71500001	72000000	0.963	1.002	1.08
10:72000001-72500000	10	72000001	72500000	0.979	1.026	1.068
10:72500001-73000000	10	72500001	73000000	0.924	1.021	0.94
10:73000001-73500000	10	73000001	73500000	0.897	1.039	1.052
10:73500001-74000000	10	73500001	74000000	0.957	1.043	1.061
10:74000001-74500000	10	74000001	74500000	0.916	0.945	0.991
10:74500001-75000000	10	74500001	75000000	0.978	0.903	1.08
10:75000001-75500000	10	75000001	75500000	0.993	0.878	0.891
10:75500001-76000000	10	75500001	76000000	1.016	1.006	1.057
10:76000001-76500000	10	76000001	76500000	0.995	1.084	1.017
10:76500001-77000000	10	76500001	77000000	1.039	0.901	1.013
10:77500001-78000000	10	77500001	78000000	1.035	1.008	0.957
10:78000001-78500000	10	78000001	78500000	1.128	0.999	1.078
10:78500001-79000000	10	78500001	79000000	1.035	1.028	1.086
10:80000001-80500000	10	80000001	80500000	1.049	0.912	1.044
10:80500001-81000000	10	80500001	81000000	1.114	1.11	0.967
10:81000001-81500000	10	81000001	81500000	1.005	0.999	1.087
10:81500001-82000000	10	81500001	82000000	1.007	1.036	0.994
10:82000001-82500000	10	82000001	82500000	0.972	1.042	0.919
10:82500001-83000000	10	82500001	83000000	1.005	0.979	0.94
10:83000001-83500000	10	83000001	83500000	1.048	0.957	1.021
10:83500001-84000000	10	83500001	84000000	0.996	0.967	0.882
10:84000001-84500000	10	84000001	84500000	0.967	0.975	1.051
10:84500001-85000000	10	84500001	85000000	1.069	0.934	1.083
10:85000001-85500000	10	85000001	85500000	1.084	0.983	0.98
10:85500001-86000000	10	85500001	86000000	1.094	1.097	1.094
10:86000001-86500000	10	86000001	86500000	1.012	1.034	1.025
10:86500001-87000000	10	86500001	87000000	0.99	1.102	1.018
10:87500001-88000000	10	87500001	88000000	1.011	0.924	0.884
10:88500001-89000000	10	88500001	89000000	1.051	0.963	0.983
10:89000001-89500000	10	89000001	89500000	1.003	0.89	1.073
10:90000001-90500000	10	90000001	90500000	1.02	1.072	1.225
10:90500001-91000000	10	90500001	91000000	1.024	0.945	1.05
10:91000001-91500000	10	91000001	91500000	1.058	1.027	1.004
10:91500001-92000000	10	91500001	92000000	0.913	1.077	0.876
10:92000001-92500000	10	92000001	92500000	0.969	0.884	1.045
10:92500001-93000000	10	92500001	93000000	0.994	0.968	0.972
10:93000001-93500000	10	93000001	93500000	0.956	0.962	1.067
10:93500001-94000000	10	93500001	94000000	1.08	0.971	1.048
10:94000001-94500000	10	94000001	94500000	0.975	0.933	1.034
10:95000001-95500000	10	95000001	95500000	1.034	1.036	0.985
10:95500001-96000000	10	95500001	96000000	1.004	1.055	0.971
10:96000001-96500000	10	96000001	96500000	0.962	0.947	1.036
10:96500001-97000000	10	96500001	97000000	0.958	0.998	0.843
10:97000001-97500000	10	97000001	97500000	1.136	1.026	1.044
10:97500001-98000000	10	97500001	98000000	1.051	1.084	1.026
10:98000001-98500000	10	98000001	98500000	1.057	0.975	1.087
10:98500001-99000000	10	98500001	99000000	1.045	1.061	1.133
10:99000001-99500000	10	99000001	99500000	1.006	1.003	1.238
10:99500001-100000000	10	99500001	100000000	1.039	1.003	0.921
10:100500001-101000000	10	100500001	101000000	0.995	0.99	1.035
10:101000001-101500000	10	101000001	101500000	0.998	0.929	1.058
10:101500001-102000000	10	101500001	102000000	0.958	1.054	1.005
10:102000001-102500000	10	102000001	102500000	1	0.835	1.042
10:102500001-103000000	10	102500001	103000000	1.019	0.978	0.78
10:103000001-103500000	10	103000001	103500000	0.925	0.908	1.047
10:103500001-104000000	10	103500001	104000000	0.958	0.96	0.862
10:104000001-104500000	10	104000001	104500000	0.977	1.06	0.929
10:104500001-105000000	10	104500001	105000000	1.05	0.94	0.972
10:105000001-105500000	10	105000001	105500000	1.104	0.941	1.063
10:105500001-106000000	10	105500001	106000000	0.961	1.027	1.114
10:106000001-106500000	10	106000001	106500000	1.021	1.037	1.004
10:106500001-107000000	10	106500001	107000000	1.126	1.025	0.995
10:107000001-107500000	10	107000001	107500000	1.069	1.068	1.034
10:107500001-108000000	10	107500001	108000000	1.058	1.037	1.043
10:108000001-108500000	10	108000001	108500000	1.012	1.009	0.964
10:108500001-109000000	10	108500001	109000000	1.073	1.152	1.02
10:109000001-109500000	10	109000001	109500000	1.041	0.932	1.077
10:110000001-110500000	10	110000001	110500000	0.929	1.015	1.018
10:110500001-111000000	10	110500001	111000000	0.981	0.849	0.914
10:111000001-111500000	10	111000001	111500000	0.998	0.998	0.936
10:111500001-112000000	10	111500001	112000000	1.053	0.882	1.1
10:112000001-112500000	10	112000001	112500000	1.025	1.029	1.062
10:113000001-113500000	10	113000001	113500000	1.039	1.037	0.956
10:113500001-114000000	10	113500001	114000000	0.966	0.921	1.096
10:114000001-114500000	10	114000001	114500000	0.97	0.917	1.037
10:114500001-115000000	10	114500001	115000000	0.961	0.899	0.914
10:115500001-116000000	10	115500001	116000000	1.018	1.041	0.95
10:116000001-116500000	10	116000001	116500000	1.071	1.028	1.017
10:116500001-117000000	10	116500001	117000000	1.002	1.06	0.972
10:117000001-117500000	10	117000001	117500000	0.982	1.011	1.001
10:117500001-118000000	10	117500001	118000000	0.95	1.062	1.027
10:118000001-118500000	10	118000001	118500000	0.937	0.844	0.999
10:118500001-119000000	10	118500001	119000000	1.097	1.066	0.874
10:119000001-119500000	10	119000001	119500000	0.951	1.079	0.954
10:119500001-120000000	10	119500001	120000000	0.934	1.042	1.006
10:120000001-120500000	10	120000001	120500000	1.034	0.906	0.998
10:120500001-121000000	10	120500001	121000000	1.047	1.03	1.064
10:121000001-121500000	10	121000001	121500000	0.99	1.03	1.079
10:121500001-122000000	10	121500001	122000000	0.941	1.043	0.979
10:122000001-122500000	10	122000001	122500000	1.009	0.964	0.855
10:122500001-123000000	10	122500001	123000000	1.048	0.968	1.012
10:123500001-124000000	10	123500001	124000000	1.034	0.975	0.817
10:124000001-124500000	10	124000001	124500000	1.002	0.861	0.936
10:124500001-125000000	10	124500001	125000000	0.826	0.849	0.93
10:125000001-125500000	10	125000001	125500000	0.963	0.926	0.93
10:126000001-126500000	10	126000001	126500000	1.008	0.886	0.921
10:126500001-127000000	10	126500001	127000000	1.061	1.033	1.059
10:127000001-127500000	10	127000001	127500000	1.035	0.903	1.005
10:127500001-128000000	10	127500001	128000000	0.917	1.006	1.145
10:128000001-128500000	10	128000001	128500000	1.015	1.022	0.963
10:128500001-129000000	10	128500001	129000000	0.933	0.87	0.964
10:129000001-129500000	10	129000001	129500000	0.928	0.892	1.002
10:130000001-130500000	10	130000001	130500000	0.97	0.981	0.987
10:130500001-131000000	10	130500001	131000000	0.937	0.964	1.041
10:131000001-131500000	10	131000001	131500000	1.004	1.07	0.935
10:131500001-132000000	10	131500001	132000000	1.019	0.952	1.01
10:132000001-132500000	10	132000001	132500000	1.013	1.038	0.975
10:132500001-133000000	10	132500001	133000000	1.01	1.059	0.96
10:133000001-133500000	10	133000001	133500000	0.978	1.125	1.054
11:500001-1000000	11	500001	1000000	1.221	1.021	1.031
11:1000001-1500000	11	1000001	1500000	1.225	1.144	1.151
11:1500001-2000000	11	1500001	2000000	1.24	1.24	1.197
11:2000001-2500000	11	2000001	2500000	1.168	1.168	1.014
11:2500001-3000000	11	2500001	3000000	1.019	0.983	1.105
11:4500001-5000000	11	4500001	5000000	1.236	1.168	1.2
11:5000001-5500000	11	5000001	5500000	1.2	1.103	1.074
11:5500001-6000000	11	5500001	6000000	1.078	1.201	1.15
11:6000001-6500000	11	6000001	6500000	1.154	1.15	1.066
11:6500001-7000000	11	6500001	7000000	1.145	1.031	1.041
11:7000001-7500000	11	7000001	7500000	1.195	1.122	1.16
11:7500001-8000000	11	7500001	8000000	1.192	1.129	1.147
11:8500001-9000000	11	8500001	9000000	1.136	1.115	1.035
11:9000001-9500000	11	9000001	9500000	1.049	1.025	1.153
11:9500001-10000000	11	9500001	10000000	1.049	0.991	0.996
11:10000001-10500000	11	10000001	10500000	1.123	1.151	1.151
11:11000001-11500000	11	11000001	11500000	1.176	1.151	1.101
11:11500001-12000000	11	11500001	12000000	1.143	1.133	1.107
11:12000001-12500000	11	12000001	12500000	1.089	1.101	1.004
11:12500001-13000000	11	12500001	13000000	1.101	1.082	1.227
11:13000001-13500000	11	13000001	13500000	1.211	1.106	0.933
11:13500001-14000000	11	13500001	14000000	1.201	1.1	1.124
11:14000001-14500000	11	14000001	14500000	1.049	1.056	1.303
11:14500001-15000000	11	14500001	15000000	1.254	1.247	1.11
11:15000001-15500000	11	15000001	15500000	1.118	1.204	1.057
11:15500001-16000000	11	15500001	16000000	1.074	1.044	1.055
11:16000001-16500000	11	16000001	16500000	1.2	1.25	1.08
11:16500001-17000000	11	16500001	17000000	1.068	1.075	1.122
11:17000001-17500000	11	17000001	17500000	1.081	1.229	1.036
11:17500001-18000000	11	17500001	18000000	1.16	1.094	1.069
11:18000001-18500000	11	18000001	18500000	1.121	0.999	1.004
11:18500001-19000000	11	18500001	19000000	1.155	1.214	1.024
11:19000001-19500000	11	19000001	19500000	1.261	1.167	1.11
11:19500001-20000000	11	19500001	20000000	1.18	1.067	1.225
11:20000001-20500000	11	20000001	20500000	1.117	1.143	1.129
11:20500001-21000000	11	20500001	21000000	1.166	1.208	1.097
11:21000001-21500000	11	21000001	21500000	1.105	0.994	1.085
11:21500001-22000000	11	21500001	22000000	1.146	1.081	1.238
11:22000001-22500000	11	22000001	22500000	1.191	1.24	1.173
11:22500001-23000000	11	22500001	23000000	1.202	1.07	1.264
11:23000001-23500000	11	23000001	23500000	1.127	1.135	1.094
11:23500001-24000000	11	23500001	24000000	1.193	1.118	1.012
11:24000001-24500000	11	24000001	24500000	1.198	1.161	1.076
11:25000001-25500000	11	25000001	25500000	1.228	1.308	1.134
11:25500001-26000000	11	25500001	26000000	1.207	1.228	1.057
11:26000001-26500000	11	26000001	26500000	1.211	1.14	1.217
11:26500001-27000000	11	26500001	27000000	1.155	1.128	1.153
11:27000001-27500000	11	27000001	27500000	1.159	1.144	1.107
11:28000001-28500000	11	28000001	28500000	1.223	1.178	1.159
11:28500001-29000000	11	28500001	29000000	1.177	1.261	1.069
11:29000001-29500000	11	29000001	29500000	1.181	1.078	1.281
11:29500001-30000000	11	29500001	30000000	1.213	1.013	1.094
11:30000001-30500000	11	30000001	30500000	1.212	1.214	1.281
11:30500001-31000000	11	30500001	31000000	1.191	1.108	1.108
11:31000001-31500000	11	31000001	31500000	1.237	1.232	1.166
11:31500001-32000000	11	31500001	32000000	1.175	1.145	1.072
11:32000001-32500000	11	32000001	32500000	1.095	1.007	1.171
11:32500001-33000000	11	32500001	33000000	1.118	1.075	0.985
11:33000001-33500000	11	33000001	33500000	1.1	1.167	1.062
11:33500001-34000000	11	33500001	34000000	1.058	1.174	1.1
11:34000001-34500000	11	34000001	34500000	1.059	1.216	1.165
11:34500001-35000000	11	34500001	35000000	1.164	0.936	1.089
11:35500001-36000000	11	35500001	36000000	1.091	1.05	1.012
11:36000001-36500000	11	36000001	36500000	1.122	1.11	1.145
11:36500001-37000000	11	36500001	37000000	1.125	1.161	1.133
11:37000001-37500000	11	37000001	37500000	1.166	1.288	1.079
11:37500001-38000000	11	37500001	38000000	1.138	1.164	1.102
11:38000001-38500000	11	38000001	38500000	1.134	1.16	1.024
11:38500001-39000000	11	38500001	39000000	1.1	1.178	1.124
11:39000001-39500000	11	39000001	39500000	1.187	1.022	1.056
11:39500001-40000000	11	39500001	40000000	1.1	1.194	1.242
11:40000001-40500000	11	40000001	40500000	1.196	1.15	1.18
11:40500001-41000000	11	40500001	41000000	1.238	1.082	1.099
11:41000001-41500000	11	41000001	41500000	1.159	1.163	1.022
11:41500001-42000000	11	41500001	42000000	1.186	1.239	1.18
11:42000001-42500000	11	42000001	42500000	1.233	1.11	1.044
11:42500001-43000000	11	42500001	43000000	1.245	1.06	1.147
11:43000001-43500000	11	43000001	43500000	1.178	1.053	1.101
11:43500001-44000000	11	43500001	44000000	1.057	1.141	1.116
11:44000001-44500000	11	44000001	44500000	1.114	1.231	1.187
11:44500001-45000000	11	44500001	45000000	1.09	1.08	1.032
11:45000001-45500000	11	45000001	45500000	1.207	1.21	1.061
11:45500001-46000000	11	45500001	46000000	1.099	1.206	1.131
11:46000001-46500000	11	46000001	46500000	1.184	1.185	1.208
11:46500001-47000000	11	46500001	47000000	1.12	0.971	0.993
11:47500001-48000000	11	47500001	48000000	1.07	1.049	1.081
11:55500001-56000000	11	55500001	56000000	1.149	1.073	1.081
11:56000001-56500000	11	56000001	56500000	1.142	1.189	1.005
11:56500001-57000000	11	56500001	57000000	1.158	1.287	1.079
11:57000001-57500000	11	57000001	57500000	1.064	1.051	1.19
11:57500001-58000000	11	57500001	58000000	1.157	1.209	1.007
11:58000001-58500000	11	58000001	58500000	1.183	1.214	1.227
11:58500001-59000000	11	58500001	59000000	1.029	0.987	1.073
11:59000001-59500000	11	59000001	59500000	1.197	1.132	1.048
11:59500001-60000000	11	59500001	60000000	1.176	1.116	1.098
11:60000001-60500000	11	60000001	60500000	1.206	1.074	1.239
11:60500001-61000000	11	60500001	61000000	1.189	1.122	1.043
11:61000001-61500000	11	61000001	61500000	1.238	1.299	1.232
11:61500001-62000000	11	61500001	62000000	1.223	1.331	1.026
11:62000001-62500000	11	62000001	62500000	1.243	1.177	1.056
11:62500001-63000000	11	62500001	63000000	1.098	1.057	1.078
11:63500001-64000000	11	63500001	64000000	1.163	1.054	1.164
11:64500001-65000000	11	64500001	65000000	1.119	0.936	1.046
11:65500001-66000000	11	65500001	66000000	1.011	1.072	1
11:66000001-66500000	11	66000001	66500000	1.107	1.164	1.139
11:66500001-67000000	11	66500001	67000000	1.108	1.11	1.078
11:67000001-67500000	11	67000001	67500000	1.224	1.135	1.056
11:68000001-68500000	11	68000001	68500000	1.06	1.187	1.106
11:68500001-69000000	11	68500001	69000000	1.197	0.904	1.07
11:69000001-69500000	11	69000001	69500000	1.116	1.212	1.017
11:69500001-70000000	11	69500001	70000000	1.101	1.026	1.044
11:70000001-70500000	11	70000001	70500000	1.166	0.994	1.175
11:70500001-71000000	11	70500001	71000000	1.181	1.157	1.168
11:71000001-71500000	11	71000001	71500000	1.139	1.003	1.033
11:72000001-72500000	11	72000001	72500000	1.101	1.128	1.047
11:72500001-73000000	11	72500001	73000000	1.152	1.208	1.055
11:73000001-73500000	11	73000001	73500000	1.11	1.028	1.005
11:74000001-74500000	11	74000001	74500000	1.11	1.085	1.115
11:74500001-75000000	11	74500001	75000000	1.145	1.053	1.035
11:75000001-75500000	11	75000001	75500000	1.242	1.157	1.24
11:75500001-76000000	11	75500001	76000000	1.189	1.036	1.038
11:76000001-76500000	11	76000001	76500000	1.138	1.105	1.038
11:76500001-77000000	11	76500001	77000000	1.124	1.156	1.068
11:77000001-77500000	11	77000001	77500000	1.218	1.175	1.034
11:77500001-78000000	11	77500001	78000000	1.153	1.291	1.172
11:78000001-78500000	11	78000001	78500000	1.029	1.066	1.014
11:78500001-79000000	11	78500001	79000000	1.233	1.136	1.178
11:79000001-79500000	11	79000001	79500000	1.055	1.168	1.217
11:79500001-80000000	11	79500001	80000000	1.179	1.133	1.065
11:80000001-80500000	11	80000001	80500000	1.059	1.213	1.134
11:80500001-81000000	11	80500001	81000000	1.093	1.114	1.156
11:81000001-81500000	11	81000001	81500000	1.224	1.221	1.165
11:82000001-82500000	11	82000001	82500000	1.224	1.193	1.278
11:82500001-83000000	11	82500001	83000000	1.27	1.21	1.22
11:83000001-83500000	11	83000001	83500000	1.049	1.089	1.126
11:83500001-84000000	11	83500001	84000000	1.252	1.323	1.321
11:84000001-84500000	11	84000001	84500000	1.258	1.276	1.097
11:84500001-85000000	11	84500001	85000000	1.238	1.22	1.221
11:85000001-85500000	11	85000001	85500000	1.213	1.248	1.229
11:85500001-86000000	11	85500001	86000000	1.107	1.319	1.098
11:86000001-86500000	11	86000001	86500000	1.129	1.145	1.066
11:86500001-87000000	11	86500001	87000000	1.135	1.328	1.207
11:87000001-87500000	11	87000001	87500000	1.17	1.248	1.116
11:88000001-88500000	11	88000001	88500000	1.078	1.058	1.028
11:88500001-89000000	11	88500001	89000000	1.073	1.078	1.165
11:90500001-91000000	11	90500001	91000000	1.177	1.132	1.025
11:91000001-91500000	11	91000001	91500000	1.153	1.182	0.933
11:91500001-92000000	11	91500001	92000000	1.182	1.136	1.089
11:92000001-92500000	11	92000001	92500000	1.218	1.059	1.098
11:92500001-93000000	11	92500001	93000000	1.2	1.153	1.033
11:93000001-93500000	11	93000001	93500000	1.217	1.226	1.267
11:93500001-94000000	11	93500001	94000000	1.145	1.206	1.048
11:94000001-94500000	11	94000001	94500000	1.27	1.271	1.156
11:94500001-95000000	11	94500001	95000000	1.183	1.012	1.056
11:95000001-95500000	11	95000001	95500000	1.185	1.169	1.108
11:95500001-96000000	11	95500001	96000000	1.127	1.123	1.132
11:96000001-96500000	11	96000001	96500000	1.201	1.095	1.069
11:96500001-97000000	11	96500001	97000000	1.14	1.087	1.17
11:97000001-97500000	11	97000001	97500000	1.2	1.187	1.163
11:97500001-98000000	11	97500001	98000000	1.194	1.027	1.184
11:98000001-98500000	11	98000001	98500000	1.08	1.195	1.034
11:98500001-99000000	11	98500001	99000000	1.146	1.194	1.019
11:99000001-99500000	11	99000001	99500000	1.224	1.184	1.086
11:99500001-100000000	11	99500001	100000000	1.129	1.182	1.214
