feature	chromosome	start	end	SLX-16150.D712tp_D505tp.HC22VBBXY.s_3.r_1	SLX-17922.D706tp_D502tp.HC22GBBXY.s_6.r_1
12:95000001-95500000	12	95000001	95500000	0.899	0.883
12:95500001-96000000	12	95500001	96000000	1.006	1.05
12:96000001-96500000	12	96000001	96500000	0.943	0.901
12:96500001-97000000	12	96500001	97000000	0.989	0.96
12:97000001-97500000	12	97000001	97500000	0.973	0.962
12:97500001-98000000	12	97500001	98000000	1.01	1.097
12:98000001-98500000	12	98000001	98500000	0.952	0.923
12:98500001-99000000	12	98500001	99000000	0.934	0.986
12:99000001-99500000	12	99000001	99500000	0.992	0.963
12:99500001-100000000	12	99500001	100000000	0.949	0.956
12:100000001-100500000	12	100000001	100500000	0.958	0.859
12:100500001-101000000	12	100500001	101000000	1.013	0.911
12:101500001-102000000	12	101500001	102000000	0.979	0.897
12:102000001-102500000	12	102000001	102500000	1.032	0.958
12:102500001-103000000	12	102500001	103000000	0.963	0.9
12:103000001-103500000	12	103000001	103500000	1.083	1.069
12:103500001-104000000	12	103500001	104000000	0.953	0.952
12:104000001-104500000	12	104000001	104500000	1.011	1.077
12:104500001-105000000	12	104500001	105000000	0.964	0.875
12:105000001-105500000	12	105000001	105500000	1.01	0.986
12:105500001-106000000	12	105500001	106000000	1.017	0.936
12:106000001-106500000	12	106000001	106500000	1.064	1.011
12:106500001-107000000	12	106500001	107000000	1.015	0.889
12:107000001-107500000	12	107000001	107500000	1.016	0.995
12:107500001-108000000	12	107500001	108000000	1.026	1.042
12:108000001-108500000	12	108000001	108500000	1.007	1.022
12:108500001-109000000	12	108500001	109000000	0.892	0.916
12:109000001-109500000	12	109000001	109500000	0.968	0.985
12:109500001-110000000	12	109500001	110000000	0.975	0.944
12:110000001-110500000	12	110000001	110500000	0.977	1.011
12:110500001-111000000	12	110500001	111000000	1.029	0.949
12:111000001-111500000	12	111000001	111500000	1.008	1.038
12:111500001-112000000	12	111500001	112000000	1.017	0.962
12:112000001-112500000	12	112000001	112500000	0.937	0.955
12:112500001-113000000	12	112500001	113000000	1.025	1.048
12:113000001-113500000	12	113000001	113500000	1.04	1.008
12:113500001-114000000	12	113500001	114000000	1.067	0.956
12:114000001-114500000	12	114000001	114500000	0.96	0.974
12:114500001-115000000	12	114500001	115000000	1	0.95
12:115000001-115500000	12	115000001	115500000	0.973	0.993
12:115500001-116000000	12	115500001	116000000	0.988	1.021
12:116000001-116500000	12	116000001	116500000	0.933	0.869
12:116500001-117000000	12	116500001	117000000	1.001	0.992
12:117000001-117500000	12	117000001	117500000	1.028	0.991
12:117500001-118000000	12	117500001	118000000	1.055	0.989
12:118000001-118500000	12	118000001	118500000	1.009	0.951
12:118500001-119000000	12	118500001	119000000	1.013	1.042
12:119000001-119500000	12	119000001	119500000	1.005	1.042
12:119500001-120000000	12	119500001	120000000	1.023	1.04
12:120000001-120500000	12	120000001	120500000	1.086	1.01
12:120500001-121000000	12	120500001	121000000	0.962	0.93
12:121000001-121500000	12	121000001	121500000	0.985	0.869
12:121500001-122000000	12	121500001	122000000	1.029	0.953
12:122000001-122500000	12	122000001	122500000	0.915	0.96
12:122500001-123000000	12	122500001	123000000	0.911	0.92
12:123500001-124000000	12	123500001	124000000	0.96	0.89
12:124000001-124500000	12	124000001	124500000	0.997	0.955
12:124500001-125000000	12	124500001	125000000	1.001	1.052
12:125000001-125500000	12	125000001	125500000	1.05	1.032
12:125500001-126000000	12	125500001	126000000	0.98	0.918
12:126000001-126500000	12	126000001	126500000	0.912	1.056
12:127000001-127500000	12	127000001	127500000	0.96	0.956
12:127500001-128000000	12	127500001	128000000	0.976	0.858
12:128000001-128500000	12	128000001	128500000	0.998	1.003
12:128500001-129000000	12	128500001	129000000	0.979	1.063
12:129000001-129500000	12	129000001	129500000	0.95	1.016
12:129500001-130000000	12	129500001	130000000	0.928	0.948
12:130500001-131000000	12	130500001	131000000	0.959	0.995
12:131000001-131500000	12	131000001	131500000	1.036	1.133
12:131500001-132000000	12	131500001	132000000	1.009	1.035
12:132000001-132500000	12	132000001	132500000	0.967	1
12:132500001-133000000	12	132500001	133000000	0.943	0.935
12:133000001-133275309	12	133000001	133275309	0.903	0.843
13:20000001-20500000	13	20000001	20500000	0.956	0.848
13:20500001-21000000	13	20500001	21000000	0.85	0.8
13:21500001-22000000	13	21500001	22000000	0.968	1.007
13:22000001-22500000	13	22000001	22500000	0.976	0.915
13:22500001-23000000	13	22500001	23000000	0.975	0.933
13:23000001-23500000	13	23000001	23500000	0.959	0.926
13:23500001-24000000	13	23500001	24000000	0.977	0.948
13:24000001-24500000	13	24000001	24500000	0.95	0.961
13:24500001-25000000	13	24500001	25000000	1.085	0.967
13:25000001-25500000	13	25000001	25500000	0.995	0.955
13:26000001-26500000	13	26000001	26500000	0.935	0.886
13:26500001-27000000	13	26500001	27000000	0.987	0.989
13:27000001-27500000	13	27000001	27500000	0.931	0.893
13:27500001-28000000	13	27500001	28000000	0.988	0.999
13:28000001-28500000	13	28000001	28500000	0.937	0.851
13:28500001-29000000	13	28500001	29000000	0.956	0.953
13:29000001-29500000	13	29000001	29500000	0.946	0.969
13:29500001-30000000	13	29500001	30000000	1	1.004
13:30000001-30500000	13	30000001	30500000	0.944	1.04
13:30500001-31000000	13	30500001	31000000	0.987	1.012
13:31000001-31500000	13	31000001	31500000	1.061	1.028
13:32000001-32500000	13	32000001	32500000	0.993	0.948
13:32500001-33000000	13	32500001	33000000	0.891	1.14
13:33000001-33500000	13	33000001	33500000	0.97	0.966
13:34000001-34500000	13	34000001	34500000	0.986	1
13:34500001-35000000	13	34500001	35000000	0.934	0.958
13:35000001-35500000	13	35000001	35500000	1.04	1.007
13:35500001-36000000	13	35500001	36000000	0.904	0.909
13:36500001-37000000	13	36500001	37000000	0.991	0.901
13:37000001-37500000	13	37000001	37500000	0.907	0.946
13:37500001-38000000	13	37500001	38000000	0.973	1.032
13:38000001-38500000	13	38000001	38500000	1.003	0.988
13:38500001-39000000	13	38500001	39000000	0.968	0.972
13:39000001-39500000	13	39000001	39500000	0.94	0.891
13:39500001-40000000	13	39500001	40000000	0.994	0.966
13:40000001-40500000	13	40000001	40500000	0.914	0.965
13:41000001-41500000	13	41000001	41500000	0.887	0.836
13:41500001-42000000	13	41500001	42000000	0.995	1.037
13:42000001-42500000	13	42000001	42500000	0.958	0.945
13:42500001-43000000	13	42500001	43000000	0.999	1.04
13:43000001-43500000	13	43000001	43500000	0.951	1.007
13:43500001-44000000	13	43500001	44000000	1.066	1.094
13:44000001-44500000	13	44000001	44500000	0.939	0.985
13:44500001-45000000	13	44500001	45000000	0.955	0.963
13:45000001-45500000	13	45000001	45500000	1.001	0.961
13:45500001-46000000	13	45500001	46000000	1.053	1.072
13:46000001-46500000	13	46000001	46500000	1.003	1.049
13:46500001-47000000	13	46500001	47000000	0.918	0.869
13:47000001-47500000	13	47000001	47500000	1.024	0.962
13:47500001-48000000	13	47500001	48000000	1.018	1.061
13:48000001-48500000	13	48000001	48500000	0.897	0.931
13:48500001-49000000	13	48500001	49000000	0.937	0.974
13:49000001-49500000	13	49000001	49500000	0.993	0.946
13:49500001-50000000	13	49500001	50000000	0.977	0.972
13:50000001-50500000	13	50000001	50500000	0.976	0.987
13:50500001-51000000	13	50500001	51000000	1.02	1.055
13:51000001-51500000	13	51000001	51500000	0.984	1.008
13:51500001-52000000	13	51500001	52000000	0.986	0.996
13:52500001-53000000	13	52500001	53000000	1.024	1.145
13:53000001-53500000	13	53000001	53500000	1.031	0.997
13:54000001-54500000	13	54000001	54500000	0.886	0.949
13:54500001-55000000	13	54500001	55000000	1.001	0.972
13:55000001-55500000	13	55000001	55500000	0.986	0.985
13:56000001-56500000	13	56000001	56500000	0.965	0.902
13:57000001-57500000	13	57000001	57500000	0.994	1.039
13:57500001-58000000	13	57500001	58000000	1.039	0.968
13:58000001-58500000	13	58000001	58500000	0.949	1.108
13:58500001-59000000	13	58500001	59000000	1.04	0.98
13:59000001-59500000	13	59000001	59500000	1.011	0.913
13:59500001-60000000	13	59500001	60000000	1.028	1.048
13:60000001-60500000	13	60000001	60500000	0.965	1.037
13:60500001-61000000	13	60500001	61000000	1.003	0.846
13:61000001-61500000	13	61000001	61500000	1.038	0.917
13:61500001-62000000	13	61500001	62000000	0.993	0.957
13:62000001-62500000	13	62000001	62500000	0.907	0.926
13:62500001-63000000	13	62500001	63000000	0.958	0.979
13:63000001-63500000	13	63000001	63500000	0.957	0.944
13:63500001-64000000	13	63500001	64000000	0.898	1.025
13:64000001-64500000	13	64000001	64500000	0.952	0.914
13:64500001-65000000	13	64500001	65000000	1.041	0.982
13:65000001-65500000	13	65000001	65500000	0.968	1.236
13:65500001-66000000	13	65500001	66000000	0.986	0.954
13:66000001-66500000	13	66000001	66500000	0.993	1.041
13:66500001-67000000	13	66500001	67000000	1.032	1.031
13:67000001-67500000	13	67000001	67500000	1.058	0.97
13:67500001-68000000	13	67500001	68000000	1.004	1.068
13:68000001-68500000	13	68000001	68500000	0.977	1.033
13:68500001-69000000	13	68500001	69000000	0.987	0.962
13:69000001-69500000	13	69000001	69500000	0.958	0.982
13:69500001-70000000	13	69500001	70000000	1	1.051
13:70000001-70500000	13	70000001	70500000	1.013	0.985
13:70500001-71000000	13	70500001	71000000	1.011	1.029
13:71000001-71500000	13	71000001	71500000	0.991	0.992
13:71500001-72000000	13	71500001	72000000	1.105	1.056
13:72500001-73000000	13	72500001	73000000	0.932	0.921
13:73000001-73500000	13	73000001	73500000	0.986	0.978
13:73500001-74000000	13	73500001	74000000	1.001	1.028
13:74000001-74500000	13	74000001	74500000	1.03	1.058
13:74500001-75000000	13	74500001	75000000	1.048	1.05
13:75000001-75500000	13	75000001	75500000	0.978	0.944
13:76000001-76500000	13	76000001	76500000	1.025	1.024
13:76500001-77000000	13	76500001	77000000	1.009	0.955
13:77000001-77500000	13	77000001	77500000	0.966	0.992
13:77500001-78000000	13	77500001	78000000	1.046	1.04
13:78000001-78500000	13	78000001	78500000	1.023	1.009
13:78500001-79000000	13	78500001	79000000	1.016	0.967
13:79000001-79500000	13	79000001	79500000	0.977	0.878
13:79500001-80000000	13	79500001	80000000	1.074	1.051
13:80000001-80500000	13	80000001	80500000	0.975	1.03
13:80500001-81000000	13	80500001	81000000	1.071	1.019
13:81000001-81500000	13	81000001	81500000	0.98	1.029
13:81500001-82000000	13	81500001	82000000	1.007	0.918
13:82000001-82500000	13	82000001	82500000	0.989	0.982
13:82500001-83000000	13	82500001	83000000	0.979	0.991
13:83000001-83500000	13	83000001	83500000	1	1.096
13:84000001-84500000	13	84000001	84500000	0.934	0.816
13:85000001-85500000	13	85000001	85500000	0.975	0.912
13:85500001-86000000	13	85500001	86000000	1.021	1.002
13:86000001-86500000	13	86000001	86500000	0.907	0.911
13:86500001-87000000	13	86500001	87000000	0.967	0.861
13:87000001-87500000	13	87000001	87500000	1.001	0.962
13:87500001-88000000	13	87500001	88000000	0.95	0.991
13:88500001-89000000	13	88500001	89000000	1.021	0.906
13:89000001-89500000	13	89000001	89500000	0.967	1.045
13:89500001-90000000	13	89500001	90000000	0.969	0.94
13:90000001-90500000	13	90000001	90500000	1.006	1.057
13:90500001-91000000	13	90500001	91000000	1.07	1.097
13:91000001-91500000	13	91000001	91500000	1.025	0.972
13:91500001-92000000	13	91500001	92000000	0.934	0.953
13:92000001-92500000	13	92000001	92500000	1.022	0.985
13:92500001-93000000	13	92500001	93000000	1.001	0.859
13:93000001-93500000	13	93000001	93500000	0.945	0.839
13:93500001-94000000	13	93500001	94000000	1.029	0.986
13:94000001-94500000	13	94000001	94500000	1.02	1.027
13:94500001-95000000	13	94500001	95000000	0.997	0.945
13:95000001-95500000	13	95000001	95500000	0.918	0.874
13:96000001-96500000	13	96000001	96500000	1.026	0.969
13:96500001-97000000	13	96500001	97000000	1.019	0.937
13:97000001-97500000	13	97000001	97500000	0.945	1.103
13:97500001-98000000	13	97500001	98000000	1.023	1.022
13:98000001-98500000	13	98000001	98500000	0.979	0.964
13:98500001-99000000	13	98500001	99000000	1.006	0.894
13:99000001-99500000	13	99000001	99500000	0.93	1.053
13:99500001-100000000	13	99500001	100000000	0.994	0.995
13:100000001-100500000	13	100000001	100500000	1.036	1.029
13:100500001-101000000	13	100500001	101000000	0.966	0.994
13:101000001-101500000	13	101000001	101500000	1.007	0.934
13:101500001-102000000	13	101500001	102000000	1.023	1.02
13:102000001-102500000	13	102000001	102500000	0.901	0.944
13:102500001-103000000	13	102500001	103000000	0.925	1.006
13:103000001-103500000	13	103000001	103500000	1.043	0.98
13:103500001-104000000	13	103500001	104000000	0.944	0.929
13:104000001-104500000	13	104000001	104500000	0.941	0.845
13:104500001-105000000	13	104500001	105000000	1.002	1.068
13:105500001-106000000	13	105500001	106000000	0.978	0.895
13:106000001-106500000	13	106000001	106500000	0.985	1.024
13:106500001-107000000	13	106500001	107000000	0.975	1.039
13:107500001-108000000	13	107500001	108000000	0.987	1.005
13:108000001-108500000	13	108000001	108500000	1.012	0.903
13:108500001-109000000	13	108500001	109000000	1.004	1.003
13:109500001-110000000	13	109500001	110000000	1.001	1.053
13:110000001-110500000	13	110000001	110500000	1.032	0.966
13:110500001-111000000	13	110500001	111000000	0.904	0.899
13:111000001-111500000	13	111000001	111500000	0.946	1.047
13:112000001-112500000	13	112000001	112500000	1.139	1.028
13:112500001-113000000	13	112500001	113000000	0.868	0.936
13:113000001-113500000	13	113000001	113500000	0.967	0.914
13:113500001-114000000	13	113500001	114000000	0.954	0.989
13:114000001-114364328	13	114000001	114364328	0.916	0.907
14:20000001-20500000	14	20000001	20500000	0.891	0.967
14:20500001-21000000	14	20500001	21000000	0.922	0.988
14:21000001-21500000	14	21000001	21500000	0.963	0.797
14:21500001-22000000	14	21500001	22000000	0.972	0.948
14:22000001-22500000	14	22000001	22500000	1.089	1.046
14:22500001-23000000	14	22500001	23000000	1.054	1.033
14:23500001-24000000	14	23500001	24000000	1.049	1.223
14:24000001-24500000	14	24000001	24500000	1.017	1.039
14:24500001-25000000	14	24500001	25000000	1.054	1.084
14:25000001-25500000	14	25000001	25500000	1.073	0.926
14:25500001-26000000	14	25500001	26000000	1.027	1.055
14:26000001-26500000	14	26000001	26500000	1.024	1.004
14:26500001-27000000	14	26500001	27000000	0.974	1.004
14:27000001-27500000	14	27000001	27500000	1.013	1.042
14:27500001-28000000	14	27500001	28000000	1.013	1.016
14:28000001-28500000	14	28000001	28500000	0.98	0.944
14:28500001-29000000	14	28500001	29000000	1.087	0.996
14:29000001-29500000	14	29000001	29500000	1.017	0.95
14:29500001-30000000	14	29500001	30000000	0.887	1.004
14:30000001-30500000	14	30000001	30500000	0.985	1.005
14:30500001-31000000	14	30500001	31000000	0.943	1.048
14:31000001-31500000	14	31000001	31500000	0.885	0.867
14:31500001-32000000	14	31500001	32000000	1.077	1.05
14:32500001-33000000	14	32500001	33000000	1.033	1.077
14:33000001-33500000	14	33000001	33500000	1.014	1.11
14:33500001-34000000	14	33500001	34000000	0.994	1.073
14:34000001-34500000	14	34000001	34500000	1.007	1.021
14:35000001-35500000	14	35000001	35500000	0.901	0.996
14:35500001-36000000	14	35500001	36000000	0.973	1.042
14:36000001-36500000	14	36000001	36500000	0.998	0.948
14:36500001-37000000	14	36500001	37000000	0.961	0.978
14:37500001-38000000	14	37500001	38000000	1.027	0.926
14:38000001-38500000	14	38000001	38500000	0.937	1.086
14:38500001-39000000	14	38500001	39000000	0.958	1.004
14:39000001-39500000	14	39000001	39500000	0.961	0.925
14:39500001-40000000	14	39500001	40000000	1.032	1.005
14:40000001-40500000	14	40000001	40500000	0.978	0.945
14:41000001-41500000	14	41000001	41500000	1.018	0.898
14:41500001-42000000	14	41500001	42000000	0.948	0.91
14:42000001-42500000	14	42000001	42500000	0.938	0.881
14:42500001-43000000	14	42500001	43000000	0.972	0.92
14:43500001-44000000	14	43500001	44000000	1.052	0.884
14:44000001-44500000	14	44000001	44500000	0.991	0.991
14:44500001-45000000	14	44500001	45000000	0.955	0.873
14:45500001-46000000	14	45500001	46000000	0.917	0.919
14:47000001-47500000	14	47000001	47500000	1.023	1.029
14:47500001-48000000	14	47500001	48000000	0.925	0.856
14:48000001-48500000	14	48000001	48500000	1.083	0.968
14:48500001-49000000	14	48500001	49000000	1.036	0.927
14:49000001-49500000	14	49000001	49500000	1.027	1.016
14:49500001-50000000	14	49500001	50000000	0.911	0.836
14:50000001-50500000	14	50000001	50500000	0.922	0.855
14:50500001-51000000	14	50500001	51000000	0.94	0.852
14:51000001-51500000	14	51000001	51500000	1.017	1.016
14:52000001-52500000	14	52000001	52500000	0.995	1.002
14:52500001-53000000	14	52500001	53000000	0.958	1.017
14:53000001-53500000	14	53000001	53500000	1.062	1.022
14:53500001-54000000	14	53500001	54000000	0.995	1.027
14:54000001-54500000	14	54000001	54500000	0.956	0.981
14:54500001-55000000	14	54500001	55000000	1.011	0.962
14:55000001-55500000	14	55000001	55500000	0.934	0.872
14:55500001-56000000	14	55500001	56000000	1.067	1.039
14:56000001-56500000	14	56000001	56500000	1	0.865
14:56500001-57000000	14	56500001	57000000	1.03	0.938
14:57000001-57500000	14	57000001	57500000	0.976	1.035
14:57500001-58000000	14	57500001	58000000	1.06	1.038
14:58000001-58500000	14	58000001	58500000	0.98	0.996
14:58500001-59000000	14	58500001	59000000	1.044	0.949
14:59000001-59500000	14	59000001	59500000	0.993	1.006
14:59500001-60000000	14	59500001	60000000	1.06	1.001
14:60000001-60500000	14	60000001	60500000	1.021	1.021
14:60500001-61000000	14	60500001	61000000	1	0.986
14:61000001-61500000	14	61000001	61500000	1.071	1.068
14:61500001-62000000	14	61500001	62000000	0.948	0.955
14:62000001-62500000	14	62000001	62500000	1.039	0.965
14:62500001-63000000	14	62500001	63000000	1.015	0.946
14:63000001-63500000	14	63000001	63500000	0.999	0.989
14:63500001-64000000	14	63500001	64000000	0.975	0.912
14:64000001-64500000	14	64000001	64500000	0.988	0.973
14:64500001-65000000	14	64500001	65000000	0.945	0.997
14:65000001-65500000	14	65000001	65500000	0.897	0.944
14:65500001-66000000	14	65500001	66000000	1.083	1.064
14:66000001-66500000	14	66000001	66500000	1.115	1.114
14:66500001-67000000	14	66500001	67000000	1.001	1.015
14:67000001-67500000	14	67000001	67500000	1.079	1.121
14:67500001-68000000	14	67500001	68000000	0.99	0.936
14:68000001-68500000	14	68000001	68500000	1.029	1.064
14:68500001-69000000	14	68500001	69000000	0.931	0.874
14:69000001-69500000	14	69000001	69500000	1.022	0.976
14:69500001-70000000	14	69500001	70000000	0.96	0.984
14:70000001-70500000	14	70000001	70500000	1.031	1.082
14:70500001-71000000	14	70500001	71000000	1.096	1.106
14:71000001-71500000	14	71000001	71500000	0.961	1.003
14:71500001-72000000	14	71500001	72000000	1.115	1.034
14:72000001-72500000	14	72000001	72500000	1.001	1.016
14:72500001-73000000	14	72500001	73000000	0.982	0.907
14:73000001-73500000	14	73000001	73500000	1.002	1.058
14:73500001-74000000	14	73500001	74000000	0.954	0.877
14:74000001-74500000	14	74000001	74500000	1.016	1.019
14:74500001-75000000	14	74500001	75000000	1.018	1.092
14:75000001-75500000	14	75000001	75500000	0.975	0.863
14:75500001-76000000	14	75500001	76000000	1.014	1.098
14:76000001-76500000	14	76000001	76500000	1.029	0.973
14:76500001-77000000	14	76500001	77000000	1.005	1.058
14:77000001-77500000	14	77000001	77500000	0.988	0.902
14:77500001-78000000	14	77500001	78000000	0.986	0.994
14:78000001-78500000	14	78000001	78500000	1.014	1.03
14:78500001-79000000	14	78500001	79000000	1.019	0.96
14:79000001-79500000	14	79000001	79500000	1.05	1.022
14:79500001-80000000	14	79500001	80000000	0.994	1.007
14:80000001-80500000	14	80000001	80500000	1.06	1.019
14:80500001-81000000	14	80500001	81000000	1.011	1.059
14:81000001-81500000	14	81000001	81500000	0.907	0.966
14:81500001-82000000	14	81500001	82000000	0.977	0.961
14:82000001-82500000	14	82000001	82500000	0.951	0.946
14:82500001-83000000	14	82500001	83000000	1.008	0.968
14:83000001-83500000	14	83000001	83500000	0.988	0.928
14:84500001-85000000	14	84500001	85000000	0.964	0.996
14:85000001-85500000	14	85000001	85500000	0.984	0.995
14:85500001-86000000	14	85500001	86000000	1.008	0.999
14:86500001-87000000	14	86500001	87000000	1.014	0.921
14:87000001-87500000	14	87000001	87500000	1.042	0.933
14:87500001-88000000	14	87500001	88000000	0.96	0.931
14:88000001-88500000	14	88000001	88500000	1.108	1.026
14:88500001-89000000	14	88500001	89000000	1.01	0.89
14:89000001-89500000	14	89000001	89500000	0.957	0.901
14:89500001-90000000	14	89500001	90000000	1.011	1.028
14:90000001-90500000	14	90000001	90500000	1.04	1.011
14:90500001-91000000	14	90500001	91000000	0.931	0.841
14:91000001-91500000	14	91000001	91500000	0.935	0.875
14:91500001-92000000	14	91500001	92000000	1.004	0.944
14:92000001-92500000	14	92000001	92500000	1.122	1.012
14:92500001-93000000	14	92500001	93000000	0.986	1.031
14:93000001-93500000	14	93000001	93500000	0.996	0.988
14:93500001-94000000	14	93500001	94000000	0.968	0.989
14:94000001-94500000	14	94000001	94500000	0.959	1.092
14:94500001-95000000	14	94500001	95000000	0.966	1.028
14:95000001-95500000	14	95000001	95500000	0.912	0.942
14:95500001-96000000	14	95500001	96000000	0.992	0.924
14:96000001-96500000	14	96000001	96500000	1.007	0.899
14:96500001-97000000	14	96500001	97000000	1.015	1.019
14:97000001-97500000	14	97000001	97500000	1.037	1.037
14:97500001-98000000	14	97500001	98000000	1.044	0.99
14:98000001-98500000	14	98000001	98500000	0.998	0.984
14:98500001-99000000	14	98500001	99000000	0.967	0.9
14:99000001-99500000	14	99000001	99500000	0.927	0.862
14:99500001-100000000	14	99500001	100000000	0.982	0.911
14:100000001-100500000	14	100000001	100500000	0.934	0.949
14:100500001-101000000	14	100500001	101000000	0.957	0.917
14:101000001-101500000	14	101000001	101500000	1.028	0.954
14:101500001-102000000	14	101500001	102000000	1.027	0.928
14:102000001-102500000	14	102000001	102500000	1.087	0.838
14:102500001-103000000	14	102500001	103000000	0.995	0.86
14:103000001-103500000	14	103000001	103500000	0.948	1.05
14:103500001-104000000	14	103500001	104000000	1.033	1.087
14:104000001-104500000	14	104000001	104500000	1.063	1.047
14:104500001-105000000	14	104500001	105000000	1.036	0.987
14:105000001-105500000	14	105000001	105500000	0.994	0.969
15:23500001-24000000	15	23500001	24000000	0.975	0.9
15:24500001-25000000	15	24500001	25000000	0.928	0.877
15:25000001-25500000	15	25000001	25500000	0.925	0.999
15:26000001-26500000	15	26000001	26500000	0.943	0.925
15:26500001-27000000	15	26500001	27000000	0.917	0.936
15:27000001-27500000	15	27000001	27500000	0.946	0.869
15:27500001-28000000	15	27500001	28000000	0.912	0.932
15:29000001-29500000	15	29000001	29500000	1.016	0.964
15:29500001-30000000	15	29500001	30000000	0.949	0.984
15:31000001-31500000	15	31000001	31500000	0.949	0.846
15:31500001-32000000	15	31500001	32000000	1.015	1.051
15:33000001-33500000	15	33000001	33500000	1.031	1.053
15:33500001-34000000	15	33500001	34000000	1.067	1.035
15:34000001-34500000	15	34000001	34500000	0.971	0.998
15:35500001-36000000	15	35500001	36000000	1.009	1.016
15:36000001-36500000	15	36000001	36500000	1.05	0.98
15:36500001-37000000	15	36500001	37000000	1.01	1.138
15:37000001-37500000	15	37000001	37500000	0.985	1.101
15:37500001-38000000	15	37500001	38000000	1.02	1.027
15:38000001-38500000	15	38000001	38500000	0.979	1.035
15:38500001-39000000	15	38500001	39000000	1.076	1.101
15:39000001-39500000	15	39000001	39500000	0.962	0.959
15:39500001-40000000	15	39500001	40000000	1.012	0.951
15:40500001-41000000	15	40500001	41000000	1.031	0.963
15:41500001-42000000	15	41500001	42000000	0.996	0.987
15:42000001-42500000	15	42000001	42500000	1.001	0.94
15:42500001-43000000	15	42500001	43000000	0.966	0.929
15:43000001-43500000	15	43000001	43500000	0.982	0.925
15:44000001-44500000	15	44000001	44500000	0.99	1.01
15:45000001-45500000	15	45000001	45500000	1.063	0.906
15:45500001-46000000	15	45500001	46000000	1.007	1.04
15:46000001-46500000	15	46000001	46500000	0.923	0.996
15:46500001-47000000	15	46500001	47000000	0.934	1.016
15:47000001-47500000	15	47000001	47500000	1.067	1.032
15:47500001-48000000	15	47500001	48000000	1.043	0.989
15:48000001-48500000	15	48000001	48500000	1.049	1.095
15:48500001-49000000	15	48500001	49000000	0.949	0.911
15:49000001-49500000	15	49000001	49500000	1.007	1.014
15:49500001-50000000	15	49500001	50000000	1.009	1.052
15:50000001-50500000	15	50000001	50500000	0.947	0.97
15:50500001-51000000	15	50500001	51000000	0.915	0.934
15:51000001-51500000	15	51000001	51500000	1.015	1.065
15:51500001-52000000	15	51500001	52000000	0.986	0.956
15:52500001-53000000	15	52500001	53000000	0.989	0.972
15:53000001-53500000	15	53000001	53500000	1.045	1.127
15:53500001-54000000	15	53500001	54000000	1.115	1.143
15:54000001-54500000	15	54000001	54500000	1.089	1.061
15:55000001-55500000	15	55000001	55500000	0.991	1.05
15:55500001-56000000	15	55500001	56000000	1.032	0.984
15:56000001-56500000	15	56000001	56500000	1.031	0.998
15:56500001-57000000	15	56500001	57000000	0.961	1.075
15:57000001-57500000	15	57000001	57500000	0.996	0.979
15:57500001-58000000	15	57500001	58000000	0.994	1.048
15:58500001-59000000	15	58500001	59000000	0.861	0.986
15:59000001-59500000	15	59000001	59500000	1.013	1.018
15:59500001-60000000	15	59500001	60000000	0.952	1.096
15:60000001-60500000	15	60000001	60500000	1.03	1.02
15:60500001-61000000	15	60500001	61000000	1.093	1.088
15:61000001-61500000	15	61000001	61500000	1.06	1.054
15:61500001-62000000	15	61500001	62000000	0.968	1.076
15:62000001-62500000	15	62000001	62500000	1.033	1.134
15:62500001-63000000	15	62500001	63000000	1.012	1.005
15:63000001-63500000	15	63000001	63500000	1	0.97
15:63500001-64000000	15	63500001	64000000	0.972	1.012
15:64000001-64500000	15	64000001	64500000	1.019	1.049
15:64500001-65000000	15	64500001	65000000	0.955	0.932
15:65000001-65500000	15	65000001	65500000	1.088	1.024
15:65500001-66000000	15	65500001	66000000	0.858	0.917
15:66000001-66500000	15	66000001	66500000	1.016	1.089
15:66500001-67000000	15	66500001	67000000	1.005	0.984
15:67500001-68000000	15	67500001	68000000	0.964	1.009
15:68000001-68500000	15	68000001	68500000	0.995	1.01
15:68500001-69000000	15	68500001	69000000	0.979	1.118
15:69000001-69500000	15	69000001	69500000	1.029	1.008
15:69500001-70000000	15	69500001	70000000	1.095	1.135
15:70000001-70500000	15	70000001	70500000	1.033	1.09
15:70500001-71000000	15	70500001	71000000	1.03	1.148
15:71000001-71500000	15	71000001	71500000	1.133	1.161
15:71500001-72000000	15	71500001	72000000	1.016	1.199
15:72000001-72500000	15	72000001	72500000	0.923	1.035
15:72500001-73000000	15	72500001	73000000	1.024	1.018
15:73000001-73500000	15	73000001	73500000	1.116	1.141
15:73500001-74000000	15	73500001	74000000	1.055	0.994
15:74000001-74500000	15	74000001	74500000	1.249	1.173
15:74500001-75000000	15	74500001	75000000	0.99	0.968
15:75500001-76000000	15	75500001	76000000	1.055	0.991
15:76000001-76500000	15	76000001	76500000	1.069	1.148
15:76500001-77000000	15	76500001	77000000	1.089	1.124
15:77000001-77500000	15	77000001	77500000	1.095	1.016
15:77500001-78000000	15	77500001	78000000	1.198	1.369
15:78000001-78500000	15	78000001	78500000	0.988	0.974
15:78500001-79000000	15	78500001	79000000	1.139	1.122
15:79000001-79500000	15	79000001	79500000	1.043	1.112
15:79500001-80000000	15	79500001	80000000	1.048	1.124
15:80000001-80500000	15	80000001	80500000	1.051	1.053
15:80500001-81000000	15	80500001	81000000	1.004	1.094
15:81000001-81500000	15	81000001	81500000	0.936	1.094
